Entity,Code,Year,production|Petroleum|Crude|tonnes
Chile,CHL,1981,2190553
Chile,CHL,1982,2266159
Chile,CHL,1983,2083322
Chile,CHL,1984,2040390
Chile,CHL,1985,1892273
Chile,CHL,1986,1770015
Chile,CHL,1987,1583985
Chile,CHL,1988,1295716
Chile,CHL,1989,1169392
Chile,CHL,1990,1038015
Chile,CHL,1991,942613
Chile,CHL,1992,786550
Chile,CHL,1993,752660
Chile,CHL,1994,651409
Chile,CHL,1995,552019
Chile,CHL,1996,485950
Chile,CHL,1997,446117
Chile,CHL,1998,427553
Chile,CHL,1999,335558
Chile,CHL,2000,297247
Chile,CHL,2001,351688
Chile,CHL,2002,300000
Chile,CHL,2003,187000
Chile,CHL,2004,183000
Chile,CHL,2005,171000
Chile,CHL,2006,150000
Chile,CHL,2007,132000
Chile,CHL,2008,137000
Chile,CHL,2009,192000
Chile,CHL,2010,217750
Chile,CHL,2011,246810
Chile,CHL,2012,321305
Chile,CHL,2013,357838
Chile,CHL,2014,354130
Chile,CHL,2015,254649
Chile,CHL,2016,213032
Chile,CHL,2017,176065
Chile,CHL,2018,158795
Chile,CHL,2019,159977
Chile,CHL,2020,101658
Chile,CHL,2021,108933
Chile,CHL,2022,127282
Chile,CHL,2023,120625
China,CHN,1970,25400000
China,CHN,1971,38000000
China,CHN,1972,45000000
China,CHN,1973,54000000
China,CHN,1974,64000000
China,CHN,1975,75000000
China,CHN,1976,85000000
China,CHN,1977,93640000
China,CHN,1978,104050000
China,CHN,1979,106150000
China,CHN,1980,105950000
China,CHN,1981,101220000
China,CHN,1982,102120000
China,CHN,1983,106070000
China,CHN,1984,114640000
China,CHN,1985,124895000
China,CHN,1986,130688000
China,CHN,1987,134140000
China,CHN,1988,137046000
China,CHN,1989,137641000
China,CHN,1990,138306000
China,CHN,1991,140990000
China,CHN,1992,142100000
China,CHN,1993,145237400
China,CHN,1994,146082000
China,CHN,1995,150049500
China,CHN,1996,157333900
China,CHN,1997,160741400
China,CHN,1998,160176000
China,CHN,1999,160215400
China,CHN,2000,162620300
China,CHN,2001,164931400
China,CHN,2002,167000000
China,CHN,2003,169599800
China,CHN,2004,175873300
China,CHN,2005,181352900
China,CHN,2006,184765700
China,CHN,2007,186318200
China,CHN,2008,190430600
China,CHN,2009,189489600
China,CHN,2010,202414000
China,CHN,2011,202875500
China,CHN,2012,207478000
China,CHN,2013,209918500
China,CHN,2014,211429200
China,CHN,2015,214555800
China,CHN,2016,199685200
China,CHN,2017,191506100
China,CHN,2018,189324200
China,CHN,2019,191014100
China,CHN,2020,194768600
China,CHN,2021,198881100
China,CHN,2022,204722400
China,CHN,2023,208915000
Colombia,COL,1970,11619000
Colombia,COL,1971,11413000
Colombia,COL,1972,10403000
Colombia,COL,1973,9737000
Colombia,COL,1974,8910000
Colombia,COL,1975,8311000
Colombia,COL,1976,7747000
Colombia,COL,1977,7089000
Colombia,COL,1978,6739000
Colombia,COL,1979,6394000
Colombia,COL,1980,6486000
Colombia,COL,1981,6896000
Colombia,COL,1982,7308000
Colombia,COL,1983,7657000
Colombia,COL,1984,8633000
Colombia,COL,1985,9084000
Colombia,COL,1986,15629000
Colombia,COL,1987,19835000
Colombia,COL,1988,19358000
Colombia,COL,1989,20839000
Colombia,COL,1990,22647000
Colombia,COL,1991,21926896
Colombia,COL,1992,22593500
Colombia,COL,1993,23358814
Colombia,COL,1994,23405400
Colombia,COL,1995,30155238
Colombia,COL,1996,32286570
Colombia,COL,1997,33622738
Colombia,COL,1998,38885956
Colombia,COL,1999,42041092
Colombia,COL,2000,35527000
Colombia,COL,2001,31158988
Colombia,COL,2002,29734320
Colombia,COL,2003,27858918
Colombia,COL,2004,27274443
Colombia,COL,2005,27128522
Colombia,COL,2006,27189857
Colombia,COL,2007,27373951
Colombia,COL,2008,30363501
Colombia,COL,2009,34571842
Colombia,COL,2010,40493559
Colombia,COL,2011,47185198
Colombia,COL,2012,48672814
Colombia,COL,2013,51660305
Colombia,COL,2014,51059991
Colombia,COL,2015,51841046
Colombia,COL,2016,45661017
Colombia,COL,2017,45000000
Colombia,COL,2018,45600000
Colombia,COL,2019,46700000
Colombia,COL,2020,41300000
Colombia,COL,2021,38800000
Colombia,COL,2022,39700000
Colombia,COL,2023,40900000
Congo,COG,1970,19000
Congo,COG,1971,14000
Congo,COG,1972,336000
Congo,COG,1973,2054000
Congo,COG,1974,2455000
Congo,COG,1975,1789000
Congo,COG,1976,2002000
Congo,COG,1977,1678000
Congo,COG,1978,2570000
Congo,COG,1979,2784000
Congo,COG,1980,3067000
Congo,COG,1981,3810588
Congo,COG,1982,4382351
Congo,COG,1983,5365144
Congo,COG,1984,6210000
Congo,COG,1985,5600000
Congo,COG,1986,5610000
Congo,COG,1987,6316848
Congo,COG,1988,7038074
Congo,COG,1989,7969388
Congo,COG,1990,8015900
Congo,COG,1991,8042100
Congo,COG,1992,8659600
Congo,COG,1993,9428200
Congo,COG,1994,9032000
Congo,COG,1995,9265871
Congo,COG,1996,10229417
Congo,COG,1997,11471847
Congo,COG,1998,12288822
Congo,COG,1999,12775737
Congo,COG,2000,12667606
Congo,COG,2001,12108033
Congo,COG,2002,11937000
Congo,COG,2003,11163000
Congo,COG,2004,11145500
Congo,COG,2005,12566100
Congo,COG,2006,13402300
Congo,COG,2007,11091800
Congo,COG,2008,11558259
Congo,COG,2009,13335006
Congo,COG,2010,15581948
Congo,COG,2011,14828348
Congo,COG,2012,13250062
Congo,COG,2013,12060000
Congo,COG,2014,11720000
Congo,COG,2015,11910000
Congo,COG,2016,9970000
Congo,COG,2017,12250000
Congo,COG,2018,16870000
Congo,COG,2019,16340000
Congo,COG,2020,14050000
Congo,COG,2021,13178000
Congo,COG,2022,13032000
Congo,COG,2023,13200000
Cote d'Ivoire,CIV,1980,70000
Cote d'Ivoire,CIV,1981,384279
Cote d'Ivoire,CIV,1982,747730
Cote d'Ivoire,CIV,1983,1025000
Cote d'Ivoire,CIV,1984,1120000
Cote d'Ivoire,CIV,1985,1300000
Cote d'Ivoire,CIV,1986,1350000
Cote d'Ivoire,CIV,1987,1200000
Cote d'Ivoire,CIV,1988,548000
Cote d'Ivoire,CIV,1989,350000
Cote d'Ivoire,CIV,1990,315000
Cote d'Ivoire,CIV,1991,60000
Cote d'Ivoire,CIV,1992,63000
Cote d'Ivoire,CIV,1993,0
Cote d'Ivoire,CIV,1995,489000
Cote d'Ivoire,CIV,1996,1400000
Cote d'Ivoire,CIV,1997,732000
Cote d'Ivoire,CIV,1998,1002000
Cote d'Ivoire,CIV,1999,1373000
Cote d'Ivoire,CIV,2000,353878
Cote d'Ivoire,CIV,2001,288126
Cote d'Ivoire,CIV,2002,754289
Cote d'Ivoire,CIV,2003,1652000
Cote d'Ivoire,CIV,2004,1754000
Cote d'Ivoire,CIV,2005,1954000
Cote d'Ivoire,CIV,2006,3106000
Cote d'Ivoire,CIV,2007,2423000
Cote d'Ivoire,CIV,2008,2964000
Cote d'Ivoire,CIV,2009,2897000
Cote d'Ivoire,CIV,2010,2197000
Cote d'Ivoire,CIV,2011,1984000
Cote d'Ivoire,CIV,2012,1954000
Cote d'Ivoire,CIV,2013,1904000
Cote d'Ivoire,CIV,2014,947363
Cote d'Ivoire,CIV,2015,1473595
Cote d'Ivoire,CIV,2016,2117487
Cote d'Ivoire,CIV,2017,1707688
Cote d'Ivoire,CIV,2018,1617658
Cote d'Ivoire,CIV,2019,2024410
Cote d'Ivoire,CIV,2020,1893641
Cote d'Ivoire,CIV,2021,1708962
Cote d'Ivoire,CIV,2022,1573733
Cote d'Ivoire,CIV,2023,1530194
Croatia,HRV,1992,1742851
Croatia,HRV,1993,1729110
Croatia,HRV,1994,1576579
Croatia,HRV,1995,1500269
Croatia,HRV,1996,1469052
Croatia,HRV,1997,1496223
Croatia,HRV,1998,1389409
Croatia,HRV,1999,1292665
Croatia,HRV,2000,907154
Croatia,HRV,2001,1120797
Croatia,HRV,2002,1108434
Croatia,HRV,2003,1052121
Croatia,HRV,2004,1037787
Croatia,HRV,2005,980486
Croatia,HRV,2006,950859
Croatia,HRV,2007,911207
Croatia,HRV,2008,867027
Croatia,HRV,2009,807424
Croatia,HRV,2010,748791
Croatia,HRV,2011,664440
Croatia,HRV,2012,620835
Croatia,HRV,2013,620795
Croatia,HRV,2014,535281
Croatia,HRV,2015,613281
Croatia,HRV,2016,676752
Croatia,HRV,2017,682339
Croatia,HRV,2018,682128
Croatia,HRV,2019,657553
Croatia,HRV,2020,585567
Croatia,HRV,2021,559204
Croatia,HRV,2022,542644
Croatia,HRV,2023,517076
Cuba,CUB,1970,159000
Cuba,CUB,1971,120000
Cuba,CUB,1972,112000
Cuba,CUB,1973,138000
Cuba,CUB,1974,168000
Cuba,CUB,1975,226000
Cuba,CUB,1976,235000
Cuba,CUB,1977,256000
Cuba,CUB,1978,288000
Cuba,CUB,1979,288000
Cuba,CUB,1980,273000
Cuba,CUB,1981,253200
Cuba,CUB,1982,541000
Cuba,CUB,1983,742200
Cuba,CUB,1984,770400
Cuba,CUB,1985,867600
Cuba,CUB,1986,938000
Cuba,CUB,1987,894500
Cuba,CUB,1988,716800
Cuba,CUB,1989,718400
Cuba,CUB,1990,736000
Cuba,CUB,1991,817000
Cuba,CUB,1992,882100
Cuba,CUB,1993,1131000
Cuba,CUB,1994,1209000
Cuba,CUB,1995,1470800
Cuba,CUB,1996,1475900
Cuba,CUB,1997,1461500
Cuba,CUB,1998,1678200
Cuba,CUB,1999,2136300
Cuba,CUB,2000,2620800
Cuba,CUB,2001,2773400
Cuba,CUB,2002,3533400
Cuba,CUB,2003,3679800
Cuba,CUB,2004,3253000
Cuba,CUB,2005,2935100
Cuba,CUB,2006,2900000
Cuba,CUB,2007,2905000
Cuba,CUB,2008,3003100
Cuba,CUB,2009,2731300
Cuba,CUB,2010,3024800
Cuba,CUB,2011,3011700
Cuba,CUB,2012,2998900
Cuba,CUB,2013,2897100
Cuba,CUB,2014,2905300
Cuba,CUB,2015,2822000
Cuba,CUB,2016,2619200
Cuba,CUB,2017,2522200
Cuba,CUB,2018,2462500
Cuba,CUB,2019,2371500
Cuba,CUB,2020,2320200
Cuba,CUB,2021,2433300
Cuba,CUB,2022,2374000
Cuba,CUB,2023,2200000
Czechia,CZE,1992,0
Czechia,CZE,1993,107000
Czechia,CZE,1994,131000
Czechia,CZE,1995,149000
Czechia,CZE,1996,155000
Czechia,CZE,1997,159000
Czechia,CZE,1998,172000
Czechia,CZE,1999,176000
Czechia,CZE,2000,168000
Czechia,CZE,2001,178000
Czechia,CZE,2002,253000
Czechia,CZE,2003,310000
Czechia,CZE,2004,299000
Czechia,CZE,2005,306000
Czechia,CZE,2006,259000
Czechia,CZE,2007,240000
Czechia,CZE,2008,236000
Czechia,CZE,2009,217000
Czechia,CZE,2010,173000
Czechia,CZE,2011,163000
Czechia,CZE,2012,150000
Czechia,CZE,2013,152000
Czechia,CZE,2014,148000
Czechia,CZE,2015,126000
Czechia,CZE,2016,116000
Czechia,CZE,2017,107000
Czechia,CZE,2018,109000
Czechia,CZE,2019,81000
Czechia,CZE,2020,91000
Czechia,CZE,2021,83000
Czechia,CZE,2022,75000
Czechia,CZE,2023,67000
Czechoslovakia,OWID_CZS,1970,203000
Czechoslovakia,OWID_CZS,1971,194000
Czechoslovakia,OWID_CZS,1972,191000
Czechoslovakia,OWID_CZS,1973,171000
Czechoslovakia,OWID_CZS,1974,149000
Czechoslovakia,OWID_CZS,1975,142000
Czechoslovakia,OWID_CZS,1976,131000
Czechoslovakia,OWID_CZS,1977,123000
Czechoslovakia,OWID_CZS,1978,117000
Czechoslovakia,OWID_CZS,1979,108000
Czechoslovakia,OWID_CZS,1980,93000
Czechoslovakia,OWID_CZS,1981,89000
Czechoslovakia,OWID_CZS,1982,89000
Czechoslovakia,OWID_CZS,1983,93000
Czechoslovakia,OWID_CZS,1984,91000
Czechoslovakia,OWID_CZS,1985,123000
Czechoslovakia,OWID_CZS,1986,142000
Czechoslovakia,OWID_CZS,1987,147000
Czechoslovakia,OWID_CZS,1988,143000
Czechoslovakia,OWID_CZS,1989,144000
Czechoslovakia,OWID_CZS,1990,123000
Czechoslovakia,OWID_CZS,1991,140000
Czechoslovakia,OWID_CZS,1992,143467
Democratic Republic of Congo,COD,1975,3000
Democratic Republic of Congo,COD,1976,1259000
Democratic Republic of Congo,COD,1977,1215000
Democratic Republic of Congo,COD,1978,916000
Democratic Republic of Congo,COD,1979,1038000
Democratic Republic of Congo,COD,1980,906000
Democratic Republic of Congo,COD,1981,1067500
Democratic Republic of Congo,COD,1982,1167300
Democratic Republic of Congo,COD,1983,1261528
Democratic Republic of Congo,COD,1984,1598073
Democratic Republic of Congo,COD,1985,1670213
Democratic Republic of Congo,COD,1986,1619809
Democratic Republic of Congo,COD,1987,1559836
Democratic Republic of Congo,COD,1988,1464000
Democratic Republic of Congo,COD,1989,1358000
Democratic Republic of Congo,COD,1990,1411000
Democratic Republic of Congo,COD,1991,1380000
Democratic Republic of Congo,COD,1992,1302000
Democratic Republic of Congo,COD,1993,1172000
Democratic Republic of Congo,COD,1994,1241000
Democratic Republic of Congo,COD,1995,1516000
Democratic Republic of Congo,COD,1996,1500000
Democratic Republic of Congo,COD,1997,1400000
Democratic Republic of Congo,COD,1998,1300000
Democratic Republic of Congo,COD,1999,12500000
Democratic Republic of Congo,COD,2000,13370000
Democratic Republic of Congo,COD,2001,13180000
Democratic Republic of Congo,COD,2002,12550000
Democratic Republic of Congo,COD,2003,1256000
Democratic Republic of Congo,COD,2004,1380000
Democratic Republic of Congo,COD,2005,1230000
Democratic Republic of Congo,COD,2006,1230000
Democratic Republic of Congo,COD,2007,1105000
Democratic Republic of Congo,COD,2008,995000
Democratic Republic of Congo,COD,2009,1100000
Democratic Republic of Congo,COD,2010,1050000
Democratic Republic of Congo,COD,2011,1010000
Democratic Republic of Congo,COD,2012,1173020
Democratic Republic of Congo,COD,2013,1146380
Democratic Republic of Congo,COD,2014,1147838
Democratic Republic of Congo,COD,2015,1132052
Democratic Republic of Congo,COD,2016,1075779
Democratic Republic of Congo,COD,2017,1034393
Democratic Republic of Congo,COD,2018,1152050
Democratic Republic of Congo,COD,2019,1120345
Democratic Republic of Congo,COD,2020,1199249
Democratic Republic of Congo,COD,2021,1177446
Democratic Republic of Congo,COD,2022,1027490
Democratic Republic of Congo,COD,2023,1157230
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,76000
Denmark,DNK,1973,68000
Denmark,DNK,1974,86000
Denmark,DNK,1975,167000
Denmark,DNK,1976,199000
Denmark,DNK,1977,514000
Denmark,DNK,1978,430000
Denmark,DNK,1979,421000
Denmark,DNK,1980,280000
Denmark,DNK,1981,760088
Denmark,DNK,1982,1662918
Denmark,DNK,1983,2148712
Denmark,DNK,1984,2219205
Denmark,DNK,1985,2853368
Denmark,DNK,1986,3238459
Denmark,DNK,1987,4552394
Denmark,DNK,1988,4700061
Denmark,DNK,1989,5416303
Denmark,DNK,1990,5933019
Denmark,DNK,1991,7003426
Denmark,DNK,1992,7611388
Denmark,DNK,1993,8298537
Denmark,DNK,1994,9129000
Denmark,DNK,1995,9181000
Denmark,DNK,1996,10286000
Denmark,DNK,1997,11375000
Denmark,DNK,1998,11752000
Denmark,DNK,1999,14931000
Denmark,DNK,2000,18175000
Denmark,DNK,2001,17378000
Denmark,DNK,2002,18494000
Denmark,DNK,2003,18341000
Denmark,DNK,2004,19446000
Denmark,DNK,2005,18822000
Denmark,DNK,2006,17068000
Denmark,DNK,2007,15552000
Denmark,DNK,2008,14338000
Denmark,DNK,2009,13045000
Denmark,DNK,2010,12090000
Denmark,DNK,2011,10909000
Denmark,DNK,2012,9968000
Denmark,DNK,2013,8657000
Denmark,DNK,2014,8159150
Denmark,DNK,2015,7710265
Denmark,DNK,2016,6949005
Denmark,DNK,2017,6740075
Denmark,DNK,2018,5635500
Denmark,DNK,2019,4979725
Denmark,DNK,2020,3522230
Denmark,DNK,2021,3247085
Denmark,DNK,2022,3183250
Denmark,DNK,2023,2901645
East Germany,OWID_GDR,1970,90000
East Germany,OWID_GDR,1971,95000
East Germany,OWID_GDR,1972,101000
East Germany,OWID_GDR,1973,64000
East Germany,OWID_GDR,1974,54000
East Germany,OWID_GDR,1975,56000
East Germany,OWID_GDR,1976,53000
East Germany,OWID_GDR,1977,67000
East Germany,OWID_GDR,1978,50000
East Germany,OWID_GDR,1979,50000
East Germany,OWID_GDR,1980,60000
East Germany,OWID_GDR,1981,60000
East Germany,OWID_GDR,1982,60000
East Germany,OWID_GDR,1983,60000
East Germany,OWID_GDR,1984,60000
East Germany,OWID_GDR,1985,60000
East Germany,OWID_GDR,1986,60000
East Germany,OWID_GDR,1987,60000
East Germany,OWID_GDR,1988,60000
East Germany,OWID_GDR,1989,60000
East Timor,TLS,2002,0
East Timor,TLS,2003,0
East Timor,TLS,2004,2368000
East Timor,TLS,2005,2536000
East Timor,TLS,2006,3492000
East Timor,TLS,2007,3001000
East Timor,TLS,2008,3000000
East Timor,TLS,2009,3066000
East Timor,TLS,2010,2760000
East Timor,TLS,2011,3095000
East Timor,TLS,2012,3661000
East Timor,TLS,2013,2519000
East Timor,TLS,2014,1615000
East Timor,TLS,2015,1585000
East Timor,TLS,2016,1007000
East Timor,TLS,2017,800000
East Timor,TLS,2018,603000
East Timor,TLS,2019,819000
East Timor,TLS,2020,826007
East Timor,TLS,2021,828750
East Timor,TLS,2022,544198
East Timor,TLS,2023,540000
Ecuador,ECU,1970,210000
Ecuador,ECU,1971,197000
Ecuador,ECU,1972,4148000
Ecuador,ECU,1973,11060000
Ecuador,ECU,1974,9378000
Ecuador,ECU,1975,8528000
Ecuador,ECU,1976,9922000
Ecuador,ECU,1977,9284000
Ecuador,ECU,1978,10053000
Ecuador,ECU,1979,10649000
Ecuador,ECU,1980,10423000
Ecuador,ECU,1981,10707824
Ecuador,ECU,1982,10833696
Ecuador,ECU,1983,12043653
Ecuador,ECU,1984,13239624
Ecuador,ECU,1985,14295932
Ecuador,ECU,1986,14727997
Ecuador,ECU,1987,8893681
Ecuador,ECU,1988,15418451
Ecuador,ECU,1989,14199445
Ecuador,ECU,1990,14568801
Ecuador,ECU,1991,15258343
Ecuador,ECU,1992,16344278
Ecuador,ECU,1993,17497489
Ecuador,ECU,1994,19262390
Ecuador,ECU,1995,19689627
Ecuador,ECU,1996,19594002
Ecuador,ECU,1997,19766766
Ecuador,ECU,1998,19121078
Ecuador,ECU,1999,19011567
Ecuador,ECU,2000,20390618
Ecuador,ECU,2001,20570265
Ecuador,ECU,2002,20053000
Ecuador,ECU,2003,21414000
Ecuador,ECU,2004,26826000
Ecuador,ECU,2005,27085000
Ecuador,ECU,2006,27291000
Ecuador,ECU,2007,26021000
Ecuador,ECU,2008,25767000
Ecuador,ECU,2009,24747000
Ecuador,ECU,2010,24810000
Ecuador,ECU,2011,25498000
Ecuador,ECU,2012,25696000
Ecuador,ECU,2013,26842000
Ecuador,ECU,2014,28359000
Ecuador,ECU,2015,29100000
Ecuador,ECU,2016,29500000
Ecuador,ECU,2017,28500000
Ecuador,ECU,2018,27700000
Ecuador,ECU,2019,28500000
Ecuador,ECU,2020,25800000
Ecuador,ECU,2021,25300000
Ecuador,ECU,2022,25800000
Ecuador,ECU,2023,25500000
Egypt,EGY,1970,17282000
Egypt,EGY,1971,15517000
Egypt,EGY,1972,10720000
Egypt,EGY,1973,8479000
Egypt,EGY,1974,7789000
Egypt,EGY,1975,11734000
Egypt,EGY,1976,16568000
Egypt,EGY,1977,20900000
Egypt,EGY,1978,24299000
Egypt,EGY,1979,28220000
Egypt,EGY,1980,29450000
Egypt,EGY,1981,32900000
Egypt,EGY,1982,32892000
Egypt,EGY,1983,35957000
Egypt,EGY,1984,41217000
Egypt,EGY,1985,44312000
Egypt,EGY,1986,40237000
Egypt,EGY,1987,43178000
Egypt,EGY,1988,44523000
Egypt,EGY,1989,42626000
Egypt,EGY,1990,43407000
Egypt,EGY,1991,44375000
Egypt,EGY,1992,43821000
Egypt,EGY,1993,44967000
Egypt,EGY,1994,45186000
Egypt,EGY,1995,44000000
Egypt,EGY,1996,44119000
Egypt,EGY,1997,41800000
Egypt,EGY,1998,43000000
Egypt,EGY,1999,38000000
Egypt,EGY,2000,37000000
Egypt,EGY,2001,32552000
Egypt,EGY,2002,34925000
Egypt,EGY,2003,36800000
Egypt,EGY,2004,35400000
Egypt,EGY,2005,33990000
Egypt,EGY,2006,33700000
Egypt,EGY,2007,34100000
Egypt,EGY,2008,34700000
Egypt,EGY,2009,35300000
Egypt,EGY,2010,35000000
Egypt,EGY,2011,34600000
Egypt,EGY,2012,34700000
Egypt,EGY,2013,34400000
Egypt,EGY,2014,35100000
Egypt,EGY,2015,35400000
Egypt,EGY,2016,33800000
Egypt,EGY,2017,32200000
Egypt,EGY,2018,32800000
Egypt,EGY,2019,31800000
Egypt,EGY,2020,31100000
Egypt,EGY,2021,29600000
Egypt,EGY,2022,29900000
Egypt,EGY,2023,29800000
Equatorial Guinea,GNQ,1992,75000
Equatorial Guinea,GNQ,1993,234000
Equatorial Guinea,GNQ,1994,270000
Equatorial Guinea,GNQ,1995,345000
Equatorial Guinea,GNQ,1996,1000000
Equatorial Guinea,GNQ,1997,3000000
Equatorial Guinea,GNQ,1998,4100000
Equatorial Guinea,GNQ,1999,5000000
Equatorial Guinea,GNQ,2000,5600000
Equatorial Guinea,GNQ,2001,9000000
Equatorial Guinea,GNQ,2002,11700000
Equatorial Guinea,GNQ,2003,12000000
Equatorial Guinea,GNQ,2004,17100000
Equatorial Guinea,GNQ,2005,18500000
Equatorial Guinea,GNQ,2006,17700000
Equatorial Guinea,GNQ,2007,18100000
Equatorial Guinea,GNQ,2008,18000000
Equatorial Guinea,GNQ,2009,16000000
Equatorial Guinea,GNQ,2010,14800000
Equatorial Guinea,GNQ,2011,14500000
Equatorial Guinea,GNQ,2012,15500000
Equatorial Guinea,GNQ,2013,13600000
Equatorial Guinea,GNQ,2014,13300000
Equatorial Guinea,GNQ,2015,12100000
Equatorial Guinea,GNQ,2016,10300000
Equatorial Guinea,GNQ,2017,9000000
Equatorial Guinea,GNQ,2018,8100000
Equatorial Guinea,GNQ,2019,7400000
Equatorial Guinea,GNQ,2020,7400000
Equatorial Guinea,GNQ,2021,6100000
Equatorial Guinea,GNQ,2022,5600000
Equatorial Guinea,GNQ,2023,4000000
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0
Eritrea,ERI,1995,632220
Eritrea,ERI,1996,685234
Estonia,EST,1992,2320000
Estonia,EST,1993,2204000
Estonia,EST,1994,2900000
Estonia,EST,1995,1544000
Estonia,EST,1996,1709000
Estonia,EST,1997,1668000
Estonia,EST,1998,1446000
Estonia,EST,1999,1239000
Estonia,EST,2000,1360000
Estonia,EST,2001,1373000
Estonia,EST,2002,1438000
Estonia,EST,2003,1463000
Estonia,EST,2004,1314000
Estonia,EST,2005,1690000
Estonia,EST,2006,1624000
Estonia,EST,2007,1901600
Estonia,EST,2008,1869500
Estonia,EST,2009,1733000
Estonia,EST,2010,2080000
Estonia,EST,2011,2173132
Estonia,EST,2012,2180313
Estonia,EST,2013,2379253
Estonia,EST,2014,2295594
Estonia,EST,2015,2002415
Estonia,EST,2016,1875685
Estonia,EST,2017,2537881
Estonia,EST,2018,2376608
Estonia,EST,2019,1671050
Estonia,EST,2020,1160186
Estonia,EST,2021,622572
Estonia,EST,2022,637606
Estonia,EST,2023,1544772
France,FRA,1970,2309000
France,FRA,1971,1861000
France,FRA,1972,1484000
France,FRA,1973,1254000
France,FRA,1974,1080000
France,FRA,1975,1028000
France,FRA,1976,1058000
France,FRA,1977,1037000
France,FRA,1978,1117000
France,FRA,1979,1196000
France,FRA,1980,1405000
France,FRA,1981,1676000
France,FRA,1982,1646000
France,FRA,1983,1660000
France,FRA,1984,2064405
France,FRA,1985,2642572
France,FRA,1986,2948000
France,FRA,1987,3234621
France,FRA,1988,3358000
France,FRA,1989,3243000
France,FRA,1990,3023000
France,FRA,1991,2950000
France,FRA,1992,2868000
France,FRA,1993,2752530
France,FRA,1994,2768794
France,FRA,1995,2486039
France,FRA,1996,2107486
France,FRA,1997,1779728
France,FRA,1998,1708883
France,FRA,1999,1539131
France,FRA,2000,1417568
France,FRA,2001,1382646
France,FRA,2002,1316890
France,FRA,2003,1219000
France,FRA,2004,1288000
France,FRA,2005,1179000
France,FRA,2006,1100000
France,FRA,2007,1013000
France,FRA,2008,975000
France,FRA,2009,971000
France,FRA,2010,896000
France,FRA,2011,895000
France,FRA,2012,809022
France,FRA,2013,6322286
France,FRA,2014,6421849
France,FRA,2015,6571195
France,FRA,2016,6447935
France,FRA,2017,5886993
France,FRA,2018,6146655
France,FRA,2019,5269899
France,FRA,2020,5634302
France,FRA,2021,5376432
France,FRA,2022,5276869
France,FRA,2023,5326650
Gabon,GAB,1970,5423000
Gabon,GAB,1971,5785000
Gabon,GAB,1972,6304000
Gabon,GAB,1973,7598000
Gabon,GAB,1974,10206000
Gabon,GAB,1975,11316000
Gabon,GAB,1976,11325000
Gabon,GAB,1977,11267000
Gabon,GAB,1978,10600000
Gabon,GAB,1979,9798000
Gabon,GAB,1980,8895000
Gabon,GAB,1981,7650000
Gabon,GAB,1982,7720000
Gabon,GAB,1983,7869000
Gabon,GAB,1984,8730000
Gabon,GAB,1985,8626000
Gabon,GAB,1986,8384000
Gabon,GAB,1987,7980000
Gabon,GAB,1988,8812000
Gabon,GAB,1989,10998000
Gabon,GAB,1990,13754000
Gabon,GAB,1991,14982000
Gabon,GAB,1992,14982000
Gabon,GAB,1993,14898000
Gabon,GAB,1994,14982000
Gabon,GAB,1995,17800000
Gabon,GAB,1996,18300000
Gabon,GAB,1997,18200000
Gabon,GAB,1998,16900000
Gabon,GAB,1999,17000000
Gabon,GAB,2000,16400000
Gabon,GAB,2001,15000000
Gabon,GAB,2002,14700000
Gabon,GAB,2003,12000000
Gabon,GAB,2004,11800000
Gabon,GAB,2005,11700000
Gabon,GAB,2006,11700000
Gabon,GAB,2007,12100000
Gabon,GAB,2008,12000000
Gabon,GAB,2009,11829000
Gabon,GAB,2010,12431000
Gabon,GAB,2011,12170000
Gabon,GAB,2012,12700000
Gabon,GAB,2013,11270000
Gabon,GAB,2014,10980000
Gabon,GAB,2015,11920000
Gabon,GAB,2016,11480000
Gabon,GAB,2017,10500000
Gabon,GAB,2018,9650000
Gabon,GAB,2019,10901000
Gabon,GAB,2020,10766000
Gabon,GAB,2021,9085000
Gabon,GAB,2022,10400000
Gabon,GAB,2023,11200000
Georgia,GEO,1992,201000
Georgia,GEO,1993,88200
Georgia,GEO,1994,66900
Georgia,GEO,1995,42700
Georgia,GEO,1996,127900
Georgia,GEO,1997,133800
Georgia,GEO,1998,119200
Georgia,GEO,1999,91300
Georgia,GEO,2000,109500
Georgia,GEO,2001,98800
Georgia,GEO,2002,73900
Georgia,GEO,2003,139700
Georgia,GEO,2004,97600
Georgia,GEO,2005,66600
Georgia,GEO,2006,63506
Georgia,GEO,2007,63850
Georgia,GEO,2008,51660
Georgia,GEO,2009,52731
Georgia,GEO,2010,50413
Georgia,GEO,2011,48942
Georgia,GEO,2012,42194
Georgia,GEO,2013,47863
Georgia,GEO,2014,42631
Georgia,GEO,2015,40206
Georgia,GEO,2016,38557
Georgia,GEO,2017,31995
Georgia,GEO,2018,30159
Georgia,GEO,2019,35070
Georgia,GEO,2020,31293
Georgia,GEO,2021,35477
Georgia,GEO,2022,36600
Georgia,GEO,2023,38900
Germany,DEU,1991,3385000
Germany,DEU,1992,3303634
Germany,DEU,1993,3052642
Germany,DEU,1994,2936380
Germany,DEU,1995,2959580
Germany,DEU,1996,2851925
Germany,DEU,1997,2820398
