Entity,Code,Year,production|Coal|Mine|tonnes
Ukraine,UKR,2007,75720400
Ukraine,UKR,2008,77965200
Ukraine,UKR,2009,55152000
Ukraine,UKR,2010,54952000
Ukraine,UKR,2011,62661000
Ukraine,UKR,2012,65705000
Ukraine,UKR,2013,64427000
Ukraine,UKR,2014,45932000
Ukraine,UKR,2015,29917000
Ukraine,UKR,2016,31630000
Ukraine,UKR,2017,24167000
Ukraine,UKR,2018,26254000
Ukraine,UKR,2019,25530400
Ukraine,UKR,2020,24168300
Ukraine,UKR,2021,23761900
Ukraine,UKR,2022,20309600
Ukraine,UKR,2023,23300000
United Kingdom,GBR,1981,127469000
United Kingdom,GBR,1982,124711000
United Kingdom,GBR,1983,119254000
United Kingdom,GBR,1984,51182000
United Kingdom,GBR,1985,94047000
United Kingdom,GBR,1987,104533000
United Kingdom,GBR,1988,104066000
United Kingdom,GBR,1989,100605000
United Kingdom,GBR,1990,92762000
United Kingdom,GBR,1991,94202000
United Kingdom,GBR,1992,84493000
United Kingdom,GBR,1993,68199000
United Kingdom,GBR,1994,49785000
United Kingdom,GBR,1995,53037000
United Kingdom,GBR,1996,50197000
United Kingdom,GBR,1997,48495000
United Kingdom,GBR,1998,41177000
United Kingdom,GBR,1999,37077000
United Kingdom,GBR,2000,31197000
United Kingdom,GBR,2001,31930000
United Kingdom,GBR,2002,29989000
United Kingdom,GBR,2003,28279000
United Kingdom,GBR,2004,25096000
United Kingdom,GBR,2005,20498000
United Kingdom,GBR,2006,18517000
United Kingdom,GBR,2007,17070000
United Kingdom,GBR,2008,18053000
United Kingdom,GBR,2009,17874000
United Kingdom,GBR,2010,18347000
United Kingdom,GBR,2011,17892000
United Kingdom,GBR,2012,16287000
United Kingdom,GBR,2013,12673000
United Kingdom,GBR,2014,11648000
United Kingdom,GBR,2015,8598000
United Kingdom,GBR,2016,4178000
United Kingdom,GBR,2017,3041000
United Kingdom,GBR,2018,2782000
United Kingdom,GBR,2019,2592000
United Kingdom,GBR,2020,1673000
United Kingdom,GBR,2021,1054000
United Kingdom,GBR,2022,651000
United Kingdom,GBR,2023,506000
United States,USA,1970,555797000
United States,USA,1971,508857000
United States,USA,1972,546571723
United States,USA,1973,543011037
United States,USA,1974,551220721
United States,USA,1975,593880549
United States,USA,1976,621343159
United States,USA,1977,632494088
United States,USA,1978,607962000
United States,USA,1979,708600000
United States,USA,1980,752700000
United States,USA,1981,747300000
United States,USA,1982,760300000
United States,USA,1983,709500000
United States,USA,1984,812800000
United States,USA,1985,801600000
United States,USA,1986,807700000
United States,USA,1987,833600000
United States,USA,1988,862100000
United States,USA,1989,889700000
United States,USA,1990,933600000
United States,USA,1991,903500000
United States,USA,1992,904958000
United States,USA,1993,857674000
United States,USA,1994,937579000
United States,USA,1995,937098000
United States,USA,1996,965114000
United States,USA,1997,988770000
United States,USA,1998,1013813000
United States,USA,1999,998295000
United States,USA,2000,973965000
United States,USA,2001,1023039000
United States,USA,2002,992733000
United States,USA,2003,972309000
United States,USA,2004,1008880000
United States,USA,2005,1026496000
United States,USA,2006,1054847000
United States,USA,2007,1040286000
United States,USA,2008,1063057000
United States,USA,2009,975150000
United States,USA,2010,983677000
United States,USA,2011,970745546
United States,USA,2012,950467534
United States,USA,2013,893433633
United States,USA,2014,907229181
United States,USA,2015,813525091
United States,USA,2016,660626601
United States,USA,2017,702570687
United States,USA,2018,685843555
United States,USA,2019,640622502
United States,USA,2020,485638959
United States,USA,2021,523836590
United States,USA,2022,539009256
United States,USA,2023,524641049
Uzbekistan,UZB,1992,4501000
Uzbekistan,UZB,1993,3655000
Uzbekistan,UZB,1994,3845000
Uzbekistan,UZB,1995,3054000
Uzbekistan,UZB,1996,2837000
Uzbekistan,UZB,1997,2947000
Uzbekistan,UZB,1998,2923000
Uzbekistan,UZB,1999,2953100
Uzbekistan,UZB,2000,2501500
Uzbekistan,UZB,2001,2711000
Uzbekistan,UZB,2002,2740000
Uzbekistan,UZB,2003,1911600
Uzbekistan,UZB,2004,2781000
Uzbekistan,UZB,2005,3168000
Uzbekistan,UZB,2006,2819200
Uzbekistan,UZB,2007,3441859
Uzbekistan,UZB,2008,3289451
Uzbekistan,UZB,2009,3654141
Uzbekistan,UZB,2010,3299431
Uzbekistan,UZB,2011,3843741
Uzbekistan,UZB,2012,4036064
Uzbekistan,UZB,2013,4090000
Uzbekistan,UZB,2014,4397000
Uzbekistan,UZB,2015,3486000
Uzbekistan,UZB,2016,3867000
Uzbekistan,UZB,2017,4039000
Uzbekistan,UZB,2018,4174400
Uzbekistan,UZB,2019,4055100
Uzbekistan,UZB,2020,4131800
Uzbekistan,UZB,2021,5056300
Uzbekistan,UZB,2022,5356200
Uzbekistan,UZB,2023,6519600
Venezuela,VEN,1970,40000
Venezuela,VEN,1971,43410
Venezuela,VEN,1972,39876
Venezuela,VEN,1973,49696
Venezuela,VEN,1974,57614
Venezuela,VEN,1975,60000
Venezuela,VEN,1976,87000
Venezuela,VEN,1977,120824
Venezuela,VEN,1978,80643
Venezuela,VEN,1979,55304
Venezuela,VEN,1980,43979
Venezuela,VEN,1981,45736
Venezuela,VEN,1982,46506
Venezuela,VEN,1983,39174
Venezuela,VEN,1984,50872
Venezuela,VEN,1985,41427
Venezuela,VEN,1986,56290
Venezuela,VEN,1987,237608
Venezuela,VEN,1988,1072204
Venezuela,VEN,1989,2113296
Venezuela,VEN,1990,2242965
Venezuela,VEN,1991,2403405
Venezuela,VEN,1992,2479897
Venezuela,VEN,1993,3958192
Venezuela,VEN,1994,4435969
Venezuela,VEN,1995,4346131
Venezuela,VEN,1996,4180641
Venezuela,VEN,1997,5291908
Venezuela,VEN,1998,6458324
Venezuela,VEN,1999,6594611
Venezuela,VEN,2000,7880516
Venezuela,VEN,2001,7685476
Venezuela,VEN,2002,8097016
Venezuela,VEN,2003,7033729
Venezuela,VEN,2004,8107304
Venezuela,VEN,2005,7194882
Venezuela,VEN,2006,7458873
Venezuela,VEN,2007,6855341
Venezuela,VEN,2008,5053700
Venezuela,VEN,2009,3258146
Venezuela,VEN,2010,2630820
Venezuela,VEN,2011,2611463
Venezuela,VEN,2012,1910801
Venezuela,VEN,2013,1229309
Venezuela,VEN,2014,800640
Venezuela,VEN,2015,801697
Venezuela,VEN,2016,826000
Venezuela,VEN,2017,794000
Venezuela,VEN,2018,763000
Venezuela,VEN,2019,394000
Venezuela,VEN,2020,285000
Venezuela,VEN,2021,158000
Venezuela,VEN,2022,197000
Venezuela,VEN,2023,149000
Vietnam,VNM,1970,3000000
Vietnam,VNM,1971,3200000
Vietnam,VNM,1972,2000000
Vietnam,VNM,1973,3000000
Vietnam,VNM,1974,4000000
Vietnam,VNM,1975,5300000
Vietnam,VNM,1976,5500000
Vietnam,VNM,1977,6200000
Vietnam,VNM,1978,6000000
Vietnam,VNM,1979,5300000
Vietnam,VNM,1980,5300000
Vietnam,VNM,1981,5952000
Vietnam,VNM,1982,6080000
Vietnam,VNM,1983,6235000
Vietnam,VNM,1984,4900000
Vietnam,VNM,1985,5432000
Vietnam,VNM,1986,6392000
Vietnam,VNM,1987,6428400
Vietnam,VNM,1988,6332200
Vietnam,VNM,1989,3310800
Vietnam,VNM,1990,5197800
Vietnam,VNM,1991,4895400
Vietnam,VNM,1992,4938500
Vietnam,VNM,1993,5500000
Vietnam,VNM,1994,6100000
Vietnam,VNM,1995,7200000
Vietnam,VNM,1996,9823000
Vietnam,VNM,1997,11388000
Vietnam,VNM,1998,11700000
Vietnam,VNM,1999,9600000
Vietnam,VNM,2000,11600000
Vietnam,VNM,2001,13397000
Vietnam,VNM,2002,16409100
Vietnam,VNM,2003,19314000
Vietnam,VNM,2004,27349000
Vietnam,VNM,2005,34093000
Vietnam,VNM,2006,38778000
Vietnam,VNM,2007,42483000
Vietnam,VNM,2008,39777000
Vietnam,VNM,2009,44078000
Vietnam,VNM,2010,44835000
Vietnam,VNM,2011,46611000
Vietnam,VNM,2012,42083000
Vietnam,VNM,2013,41064000
Vietnam,VNM,2014,41086000
Vietnam,VNM,2015,41664000
Vietnam,VNM,2016,38735000
Vietnam,VNM,2017,38409000
Vietnam,VNM,2018,42384000
Vietnam,VNM,2019,47157700
Vietnam,VNM,2020,44598400
Vietnam,VNM,2021,48315600
Vietnam,VNM,2022,49854700
Vietnam,VNM,2023,47258700
West Germany,OWID_GFR,1970,219038657
West Germany,OWID_GFR,1971,215274295
West Germany,OWID_GFR,1972,212885305
West Germany,OWID_GFR,1973,216046787
West Germany,OWID_GFR,1974,220920248
West Germany,OWID_GFR,1975,215770000
West Germany,OWID_GFR,1976,223762000
West Germany,OWID_GFR,1977,207760000
West Germany,OWID_GFR,1978,207495000
West Germany,OWID_GFR,1979,216897439
West Germany,OWID_GFR,1980,216978911
West Germany,OWID_GFR,1981,219079000
West Germany,OWID_GFR,1982,216321000
West Germany,OWID_GFR,1983,206483000
West Germany,OWID_GFR,1984,206165000
West Germany,OWID_GFR,1985,203065000
West Germany,OWID_GFR,1986,195111000
West Germany,OWID_GFR,1987,185099000
West Germany,OWID_GFR,1988,181867000
West Germany,OWID_GFR,1989,181509000
West Germany,OWID_GFR,1990,177684000
World,OWID_WRL,1970,2793586947
World,OWID_WRL,1971,2799453597
World,OWID_WRL,1972,2869926031
World,OWID_WRL,1973,2891016819
World,OWID_WRL,1974,2998665189
World,OWID_WRL,1975,3125380673
World,OWID_WRL,1976,3227056562
World,OWID_WRL,1977,3389220649
World,OWID_WRL,1978,3436366965
World,OWID_WRL,1979,3598773410
World,OWID_WRL,1980,3678407314
World,OWID_WRL,1981,3843616787
World,OWID_WRL,1982,3995611172
World,OWID_WRL,1983,4017601206
World,OWID_WRL,1984,4230768882
World,OWID_WRL,1985,4455579448
World,OWID_WRL,1986,4458508296
World,OWID_WRL,1987,4668996349
World,OWID_WRL,1988,4783060688
World,OWID_WRL,1989,4864746494
World,OWID_WRL,1990,4710623472
World,OWID_WRL,1991,4382547007
World,OWID_WRL,1992,4201403216
World,OWID_WRL,1993,4404125951
World,OWID_WRL,1994,4466721483
World,OWID_WRL,1995,4613598299
World,OWID_WRL,1996,4699204248
World,OWID_WRL,1997,4692177358
World,OWID_WRL,1998,4602005047
World,OWID_WRL,1999,4324022897
World,OWID_WRL,2000,4309879119
World,OWID_WRL,2001,4638974936
World,OWID_WRL,2002,4814984262
World,OWID_WRL,2003,5210507177
World,OWID_WRL,2004,5711137416
World,OWID_WRL,2005,6045690225
World,OWID_WRL,2006,6350177778
World,OWID_WRL,2007,6582670183
World,OWID_WRL,2008,6812842699
World,OWID_WRL,2009,6888037413
World,OWID_WRL,2010,7449600525
World,OWID_WRL,2011,7919750555
World,OWID_WRL,2012,8186299613
World,OWID_WRL,2013,8217517490
World,OWID_WRL,2014,8153411672
World,OWID_WRL,2015,7934566843
World,OWID_WRL,2016,7476610134
World,OWID_WRL,2017,7689777349
World,OWID_WRL,2018,7592127096
World,OWID_WRL,2019,7692051273
World,OWID_WRL,2020,7332273710
World,OWID_WRL,2021,7736602005
World,OWID_WRL,2022,8376573705
World,OWID_WRL,2023,9098092546
Yugoslavia,OWID_YGS,1970,28422000
Yugoslavia,OWID_YGS,1971,30902000
Yugoslavia,OWID_YGS,1972,31092000
Yugoslavia,OWID_YGS,1973,32491000
Yugoslavia,OWID_YGS,1974,33572000
Yugoslavia,OWID_YGS,1975,35408000
Yugoslavia,OWID_YGS,1976,36805000
Yugoslavia,OWID_YGS,1977,39083000
Yugoslavia,OWID_YGS,1978,39684000
Yugoslavia,OWID_YGS,1979,42114000
Yugoslavia,OWID_YGS,1980,47003015
Yugoslavia,OWID_YGS,1981,51923000
Yugoslavia,OWID_YGS,1982,54586514
Yugoslavia,OWID_YGS,1983,59391301
Yugoslavia,OWID_YGS,1984,65073589
Yugoslavia,OWID_YGS,1985,69496198
Yugoslavia,OWID_YGS,1986,69865175
Yugoslavia,OWID_YGS,1987,71873444
Yugoslavia,OWID_YGS,1988,72590611
Yugoslavia,OWID_YGS,1989,74631423
Yugoslavia,OWID_YGS,1990,76415113
Yugoslavia,OWID_YGS,1991,71275000
Zambia,ZMB,1970,623200
Zambia,ZMB,1971,812000
Zambia,ZMB,1972,958636
Zambia,ZMB,1973,940100
Zambia,ZMB,1974,809300
Zambia,ZMB,1975,898090
Zambia,ZMB,1976,772513
Zambia,ZMB,1977,708077
Zambia,ZMB,1978,615145
Zambia,ZMB,1979,598507
Zambia,ZMB,1980,579100
Zambia,ZMB,1981,507300
Zambia,ZMB,1982,603934
Zambia,ZMB,1983,452867
Zambia,ZMB,1984,510584
Zambia,ZMB,1985,471114
Zambia,ZMB,1986,557099
Zambia,ZMB,1987,463072
Zambia,ZMB,1988,523651
Zambia,ZMB,1989,394839
Zambia,ZMB,1990,381501
Zambia,ZMB,1991,420000
Zambia,ZMB,1992,421989
Zambia,ZMB,1993,301496
Zambia,ZMB,1994,162899
Zambia,ZMB,1995,141282
Zambia,ZMB,1996,128063
Zambia,ZMB,1997,164443
Zambia,ZMB,1998,185717
Zambia,ZMB,1999,127854
Zambia,ZMB,2000,168000
Zambia,ZMB,2001,104600
Zambia,ZMB,2002,71700
Zambia,ZMB,2003,718000
Zambia,ZMB,2004,240000
Zambia,ZMB,2005,240000
Zambia,ZMB,2006,64849
Zambia,ZMB,2007,14058
Zambia,ZMB,2008,14000
Zambia,ZMB,2009,14000
Zambia,ZMB,2012,51710
Zambia,ZMB,2013,175994
Zambia,ZMB,2014,158757
Zambia,ZMB,2015,103439
Zambia,ZMB,2016,129470
Zambia,ZMB,2017,208608
Zambia,ZMB,2018,361871
Zambia,ZMB,2019,335042
Zambia,ZMB,2020,446153
Zambia,ZMB,2021,663345
Zambia,ZMB,2022,691288
Zambia,ZMB,2023,706115
Zimbabwe,ZWE,1970,3170820
Zimbabwe,ZWE,1971,3092533
Zimbabwe,ZWE,1972,2762297
Zimbabwe,ZWE,1973,3064789
Zimbabwe,ZWE,1974,3300391
Zimbabwe,ZWE,1975,3300385
Zimbabwe,ZWE,1976,3678776
Zimbabwe,ZWE,1977,3029477
Zimbabwe,ZWE,1978,3065804
Zimbabwe,ZWE,1979,3186433
Zimbabwe,ZWE,1980,3133036
Zimbabwe,ZWE,1981,2867000
Zimbabwe,ZWE,1982,2769000
Zimbabwe,ZWE,1983,3326000
Zimbabwe,ZWE,1984,3109000
Zimbabwe,ZWE,1985,3114000
Zimbabwe,ZWE,1986,4047000
Zimbabwe,ZWE,1987,4831000
Zimbabwe,ZWE,1988,5065000
Zimbabwe,ZWE,1989,5112000
Zimbabwe,ZWE,1990,5504000
Zimbabwe,ZWE,1991,5616000
Zimbabwe,ZWE,1992,5546884
Zimbabwe,ZWE,1993,5284734
Zimbabwe,ZWE,1994,5515336
Zimbabwe,ZWE,1995,5537579
Zimbabwe,ZWE,1996,5174685
Zimbabwe,ZWE,1997,5300749
Zimbabwe,ZWE,1998,5046977
Zimbabwe,ZWE,1999,4977355
Zimbabwe,ZWE,2000,3986202
Zimbabwe,ZWE,2001,4511447
Zimbabwe,ZWE,2002,3938175
Zimbabwe,ZWE,2003,2824362
Zimbabwe,ZWE,2004,3797669
Zimbabwe,ZWE,2005,3370826
Zimbabwe,ZWE,2006,2107115
Zimbabwe,ZWE,2007,2080221
Zimbabwe,ZWE,2008,1509080
Zimbabwe,ZWE,2009,1667346
Zimbabwe,ZWE,2010,2668183
Zimbabwe,ZWE,2011,2562054
Zimbabwe,ZWE,2012,1593600
Zimbabwe,ZWE,2013,3114200
Zimbabwe,ZWE,2014,5782600
Zimbabwe,ZWE,2015,4336100
Zimbabwe,ZWE,2016,1635800
Zimbabwe,ZWE,2017,2928000
Zimbabwe,ZWE,2018,3347500
Zimbabwe,ZWE,2019,2729922
Zimbabwe,ZWE,2020,2750883
Zimbabwe,ZWE,2021,3246000
Zimbabwe,ZWE,2022,4185417
Zimbabwe,ZWE,2023,4898735
