"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"IMF.FAD:ICSD(1.0.0)","ALB.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Albania","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0521613157979847","0.0419543011513123","0.0327129454021932","0.597058456","0.546752392","0.447347329","0.386007098","0.750279354","0.379117738","0.356184928","2.317341356","2.294030793","1.934956432","2.211094883","2.102524297","0.459746572","0.320409464","0.318865756"
"IMF.FAD:ICSD(1.0.0)","BRB.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Barbados","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","9.290176141","9.015605883","8.936249461","9.738114615","9.749019169","9.194787916","9.28965738","8.403630516","8.073388129","7.666424557","8.149320524","6.743522681","6.797706555","6.610433408","7.851685357","7.482396969","9.726443867","7.924346317","9.262900174","8.235292411","8.485838932","10.10140353","8.482520103","7.298852086","6.12525266","5.61564599","5.999052785","6.142178725","6.513262116","7.070091501","6.834773302","7.145403272","4.309815082","5.37123579","6.978293273","5.563998741","8.148174443","11.48785324","9.810065783","9.363867316","9.757864082","12.33745606","15.47904725","9.516184425","8.601797628","9.18913755","10.70957918","8.702011932","5.760724388","4.179760507","4.199588352","3.582667358","3.386539414","4.376634552","4.989548285","5.821260117","5.653664119","3.320387867","3.496866489","3.075727929"
"IMF.FAD:ICSD(1.0.0)","IRQ.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Iraq","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","3.775986766","3.441767807","3.846226881","4.632128102","4.980521907","6.934411235","6.644221623","6.475461013","7.343212206","6.463385319","6.335577131","13.94098396","13.73527858","8.366854229","6.165976765","5.67867503","5.319186501","4.290439993","4.566972349","6.301201589","5.650007162","3.800457619","4.358452018","4.282115634","1.578930344","1.208008526","0.387155093","0.891031846","1.033773061","0.89115046","1.250942016","2.564326818","2.226653826","5.295040169","1.975329962","7.479483466","9.856289157","4.354604898","1.073135069","3.652711826","5.608253186","7.485569183","6.349588613","7.154795657","6.410325322","9.2387096","5.972373496","7.013431291","6.977667494","7.154891201"
"IMF.FAD:ICSD(1.0.0)","ARE.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","United Arab Emirates","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","20.45063214","21.82201839","24.12180381","16.78050725","11.93332344","27.59551122","28.67894276","33.23026077","40.16266664","32.39947731","24.92249465","23.34584201","25.54148415","27.67926579","26.09654427","22.6486263","26.9777771","21.4097094","21.97214743","20.33254805","18.49715949","19.47275388","21.37748819","15.70068035","14.85012867","15.67176546","14.4221826","13.63365746","12.3083447","13.45877383","14.30123863","13.29959672","13.81481644","13.54386985","12.37172672","14.70784566","15.42889645","24.61910566","20.56976556","21.68547481","20.92406078","19.5059442","18.88285505","15.34072005","16.09591277","15.71965501","16.80219186","10.10536444","9.510502052","11.70639448"
"IMF.FAD:ICSD(1.0.0)","ALB.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Albania","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","3.792444082","3.792413982","3.791906548","3.791253179","3.792323385","3.79038385","3.789294605","3.795531095","3.784553139","3.786005466","3.814196968","3.751234597","3.789543393","3.898053626","4.105358539","4.194877125","4.131525384","4.330919472","4.569064843","4.326112278","1.117965196","2.952124506","2.087012016","5.66612535","5.808571323","5.631295075","5.134076195","3.187325774","4.355065208","6.194347713","4.923564403","5.298776591","4.880907974","3.385907125","3.834994009","4.839582761","5.085758517","5.531381663","7.606674628","7.497798785","4.987746713","5.082156481","4.317269104","4.65510958","4.672814843","4.425059992","4.237158693","4.624875678","4.744537259","4.51023819"
"IMF.FAD:ICSD(1.0.0)","KAZ.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.253435731","0.248230602","0.309627683","0.282106424","0.187671925","0","0","0","0.0295771117722538","0.0226298856891794","0.0214876753054275","0.0184612226804927","0.0202258625607592","0.00205990410894661","0.00172750029371399","0","0","0","0","0","0","0.0535979555520644","0.0885146197362875"
"IMF.FAD:ICSD(1.0.0)","BOL.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Bolivia","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","2.732794641","2.790643666","2.730137381","2.660514504","2.640375027","2.625073531","2.551114549","2.453767396","2.952850519","2.980626581","3.011109251","3.156261256","3.287851216","3.040807685","3.209584032","3.588458657","3.578381913","3.626960443","3.945819577","3.665342318","2.823392564","2.878191274","2.179231752","1.650991275","1.938794613","2.448252778","2.297667185","1.826566946","2.438628247","2.770668934","2.769218279","3.307362011","3.899559496","3.833771851","4.12936044","4.226133704","4.605688957","4.092436761","3.965698511","4.327214284","3.670555607","3.863896627","4.087612154","4.104789869","5.373245798","5.149774235","5.770480292","6.393915332","6.948598597","7.027692028","7.170205333","8.214327289","8.270520778","8.95333048","9.300222195","9.956909124","9.777650813","10.73238159","9.062518919","8.103234318"
"IMF.FAD:ICSD(1.0.0)","KAZ.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Kazakhstan, Republic of","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.982020332","1.651529335","1.454239956","1.14490639","1.496946429","0.427295674","0.590663498","0.645688475","0.632435142","0.629471095","0.67677917","0.933790903","1.103113222","1.693931528","1.898370786","1.772465003","1.932661531","2.607175274","2.901475964","2.608504104","2.661448022","2.505032194","2.365164554","2.135626322","2.731179602","2.113818868","1.893336736","2.148160194","1.625942301","1.563556135"
"IMF.FAD:ICSD(1.0.0)","YEM.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Yemen, Republic of","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.062977384","10.17770248","4.619688989","4.067777352","4.354442815","3.154656272","4.111001641","6.093265994","7.379109823","7.84608727","6.530954428","6.845862515","5.496993517","7.761154134","12.54929981","12.16433593","14.31128946","14.92734606","15.92857133","15.54161147","19.79385032","17.08690759","11.04574009","19.33109159","12.44014812","10.80420794","3.935617885","2.607341247","0.573442632","5.78387441","3.264933304"
"IMF.FAD:ICSD(1.0.0)","NOR.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Norway","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","3.178710332","3.110674192","2.855243542","3.170692622","3.377738383","3.157579965","3.171589795","3.527446439","3.663753846","3.905151884","3.765485164","4.032185607","4.355901264","4.143507811","3.966288699","4.113712938","4.032126579","4.076444403","4.269800665","3.777728901","3.83150227","3.970814325","3.735726531","3.771984431","3.513768318","3.374510497","3.553238511","3.898903897","4.319870204","4.319703819","4.306887249","4.54685806","4.530533631","3.945769604","3.789295341","3.672968524","3.618606194","3.97495958","4.109088128","4.015163215","3.517537778","3.489750582","3.662542307","4.014518012","3.999139539","3.864032789","4.07075958","4.303977928","4.598930618","5.008592036","4.707022692","4.714977451","4.508951278","4.988638024","5.111153365","5.021254939","5.286985773","5.299818805","5.663337671","6.019733793"
"IMF.FAD:ICSD(1.0.0)","SGP.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Singapore","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","8.559083104","8.243402733","8.014714422","7.581852431","8.200271871","7.934426442","7.44969664","6.903798518","6.322650703","5.789432015","4.867330501","4.643631193","6.461700633","5.411943556","6.383950449","7.567017561","8.593172106","8.649882875","8.278638038","6.577464226","7.33169966","7.651992444","10.19321483","11.98195618","12.04979176","11.68312676","11.95020723","9.322691799","5.90457839","4.950700993","5.098776482","6.051815491","5.805829328","5.575781228","6.075031213","5.705818906","5.893853346","6.79811933","7.511789433","7.264139367","6.34543343","6.710543173","5.75517988","5.525520019","4.629345032","4.179650237","3.369642334","2.991868523","3.76071723","4.767204197","4.530217691","4.53986004","4.569424336","4.336778467","4.751560945","5.111854506","5.519768797","4.987087886","4.629493222","4.653027286"
"IMF.FAD:ICSD(1.0.0)","MWI.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Malawi","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0161447674292462","0.0164337454018001","0.0172864500880822","0.0163383378107493","0.0189038876784987","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0881148681840621"
"IMF.FAD:ICSD(1.0.0)","GNQ.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","3.225077172","3.306760998","3.441848389","3.435065533","3.433783871","3.677587068","3.704396707","3.669985776","3.730253685","3.784385031","3.940521004","3.940507738","3.940503548","3.940552571","3.940466561","3.940490487","3.940702192","3.940205825","3.94056339","3.941337321","5.406834656","5.410837265","3.248171131","2.808436002","2.830125425","0.570896708","1.608830859","2.369349871","2.3655656","1.350934735","2.73321049","1.949458222","1.749439436","1.423759311","6.257862027","19.81994405","36.61859526","25.03924949","25.12194507","25.17365795","22.97201021","19.07572238","7.863888871","13.07365917","10.09851765","10.3157916","10.34494363","11.01774662","12.07700201","11.57374387","13.90105729","12.88102137","15.26957029","6.074210681","4.511910578","1.814805862","1.440898412","1.070582992","4.315908732","3.531167107"
"IMF.FAD:ICSD(1.0.0)","GBR.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","United Kingdom","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0254481198265873","0.024350022","0.0266594409811033","0.0283284733667781","0.026897747","0.00200603105488375","0.0478830516506016","0.079075412","0.311629835","0.348311163","0.391313039","0.443794855","0.54441104","0.522648182","0.524707816","0.51046088","0.532970037","0.493157198","0.495857629","0.548291382","0.470639765","0.338033708","0.24865067","0.244869447","0.226375957","0.183885653","0.207191778","0.180539408","0.124982915","0.0913745620086446"
"IMF.FAD:ICSD(1.0.0)","WBG.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","West Bank and Gaza","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.297693648","0.297803694","0.276688752","0.262916235","0.256308542","0.607480762","0.605653747","0.745741608","0.678600152","0.53729618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMF.FAD:ICSD(1.0.0)","YEM.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Yemen, Republic of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.66606597","4.694604132","11.94189997","21.79152555","19.16627269","22.66909637","26.12633347","25.96433122","26.93596832","25.63867325","19.95388175","15.38771941","16.10206763","16.39068694","15.77228738","17.86942701","19.13798226","18.63216564","22.14055441","24.95732552","21.1704956","25.6611433","19.3250963","26.09282367","30.36404958","35.37698853","6.104972965","6.478912306","13.66158876","34.8801728","41.85620719"
"IMF.FAD:ICSD(1.0.0)","FJI.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Fiji, Republic of","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","4.45749316","4.496967405","4.507816867","4.399110418","4.358609068","4.661781004","4.843019761","4.433100361","4.259642306","4.326170307","3.658219588","4.145281266","4.2856963","4.243978329","3.649127992","3.944408412","3.876107627","3.684694593","3.893637077","4.194865092","4.415120181","6.145998387","4.905870296","2.899455511","2.643742966","2.858547115","2.776998657","1.824612882","2.334625527","3.365492341","4.772319638","4.406164377","3.294260694","2.767355217","2.837578898","2.621559813","1.97466295","1.912356712","1.997817955","2.304858487","3.171621561","4.010370484","3.930829343","2.991137033","2.638249594","2.605808138","2.739737536","1.850844614","2.191906672","3.444014768","2.466580668","2.685575891","2.968131028","4.171850519","3.644853421","4.177358825","4.626060667","5.056323789","3.969058894","3.669050588"
"IMF.FAD:ICSD(1.0.0)","COL.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Colombia","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.0137553431151508","0.133862988","0.258536218","0.477519475","0.530295609","0.540971295","0.605354437","0.553390213","0.494243169","0.416992977","0.36816061","0.277567368","0.211356331","0.076787019","0.162233419","0.159768826","0.207805769","0.210645507","0.320819956","0.272696745","0.27574396","0.242491557","0.548098344","0.860220065","1.257990112","1.134995952","1.155680314","1.002430521"
"IMF.FAD:ICSD(1.0.0)","BOL.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Bolivia","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","6.429196535","6.565292835","6.422944891","6.259149723","6.211769674","6.175771415","6.001774449","5.772754691","6.94690216","7.012248513","7.083962364","7.425447862","7.735027735","7.15383099","7.550895788","8.442239609","8.418532643","8.532819094","9.28296956","8.623116384","6.642338217","6.271067614","4.623262468","4.420762382","4.825364366","5.770251369","6.586270688","7.251079233","6.600079283","5.762971016","6.494895963","7.172799584","7.656420312","7.540557789","5.865786538","6.639863037","7.027456235","9.958002639","13.32044393","10.2560087","9.28989561","6.148078748","7.489604967","5.944338331","4.165482041","4.594074841","4.391571512","4.55331578","5.290270536","5.155740525","5.403697083","6.571867523","6.150438453","6.133476843","6.422829298","5.786720333","5.837825047","6.018411761","7.528564826","7.566203119"
"IMF.FAD:ICSD(1.0.0)","SYR.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Syrian Arab Republic","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","2.245501159","2.298925529","1.744534824","1.998421499","1.792203293","1.85911488","2.101320745","2.053321208","2.053100547","1.785406081","1.914544751","2.032130305","2.056506186","2.130098006","2.344145757","2.744745722","3.250762937","3.837229294","3.050344876","3.426113262","3.15438864","2.808567809","2.876301074","3.243614234","3.36675937","1.722843147","2.524802041","1.578113984","1.616768996","1.415436821","1.406747793","1.73332959","1.391469721","1.283383048","1.601545145","1.558710848","1.534745814","1.694090344","1.652849651","1.69814109","1.761660071","1.343888653","1.487508058","1.770583071","2.150257767","1.779472632","1.936083395","1.501412681","1.349490393","1.577778426","1.871659756","","","","","","","","",""
"IMF.FAD:ICSD(1.0.0)","DMA.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Dominica","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","12.47157701","15.9345116","12.47157599","9.008639993","5.042537559","8.318465346","7.454635239","7.439251327","7.78149236","9.250848445","16.16115597","11.72324466","10.65079061","9.739647843","12.98978758","10.066974","7.924403319","8.287443189","11.17960895","14.0687874","14.1186119","13.89736088","9.545411038","8.905115434","8.90816351","10.77327671","9.96602598","10.66855815","9.393540794","9.576473061","11.56853224","10.21353849","4.997133874","6.217497897","7.776231784","7.825239004","7.853232039","9.499081538","11.19861146","12.11622893","14.48732877","13.53085872","10.97104497","9.621533616","7.835384901","5.875305734","8.850876709","11.75036503","22.45602026","13.95749932"
"IMF.FAD:ICSD(1.0.0)","NZL.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","New Zealand","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","5.67003139","5.645873809","5.291098257","5.525863903","6.240444067","6.23995044","5.349447166","5.776346789","4.942836721","4.545952525","4.490180669","4.997634366","5.828824665","5.378711772","5.806768308","7.153918611","6.151838598","6.114393835","5.981630365","4.76874652","4.165239271","4.456479667","5.490660025","5.698376474","4.78851972","5.277617746","5.714871833","4.77060398","4.655016218","4.303643995","4.358638787","3.900356727","3.145040392","2.7470255","2.711737283","3.069770529","3.298343904","4.355993432","4.11261804","4.267705588","3.455621935","3.978632832","5.28981935","4.589005643","5.456846539","5.571969886","5.13778893","5.079127094","5.485122502","5.936417478","5.803680506","5.786278593","5.129789624","5.343463999","5.443552626","5.457571792","5.187233036","5.21882231","5.38063037","5.224678185"
"IMF.FAD:ICSD(1.0.0)","ETH.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0250720976387193","0.0226717424279473","0.0216047570282347","0.0201508356014339","0.0208123265647729","0"
"IMF.FAD:ICSD(1.0.0)","MWI.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Malawi","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","3.927659114","3.555342547","4.049748753","4.12689872","4.261898064","3.470533284","3.058988573","3.225579734","3.202113618","3.382277896","2.432082847","1.465146046","2.243300286","3.684189754","3.213903408","5.166530054","4.267171548","4.61083331","6.788707832","6.279850319","5.515220268","3.595272735","2.9589034","2.907761814","3.341680825","2.633036477","2.633172438","2.166007854","2.027766228","1.919380744","1.705471171","2.453162376","2.613651187","2.409016271","1.778700413","1.953343034","1.770990356","2.043823099","2.036379358","2.442155073","2.385286116","3.462814624","1.917835947","2.453322736","3.465697657","2.966746901","4.062037446","6.828760435","4.764128574","2.070066557","2.72931641","3.026175865","3.297493006","2.827216518","2.588704104","3.046239492","2.77674169","3.383983129","2.950998464","3.615731619"
"IMF.FAD:ICSD(1.0.0)","SGP.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Singapore","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","35.44806806","34.14065443","33.19352383","31.40079535","33.9620261","32.86100749","30.85346365","28.5925864","26.18572014","23.97735751","20.15840714","23.05247025","21.58525642","21.67255845","21.88304597","19.51919603","17.92421709","16.51218787","18.08108672","20.70907556","22.56978286","23.67383661","25.20690416","24.22120045","24.48792031","20.77348598","16.13630012","16.17675657","18.32073019","20.52215056","20.70808831","21.35267794","22.96497392","22.76009578","21.95610897","23.64771053","28.0053295","27.80013425","26.08657066","23.0842049","24.66410438","23.0018978","20.22054145","18.04183165","19.03983396","18.66957486","19.57035631","21.31218098","22.66376557","23.07350308","21.42038162","21.41746908","22.42361072","22.99653692","22.65597789","22.02197545","21.14965845","21.64909067","20.24289632","19.99612239"
"IMF.FAD:ICSD(1.0.0)","COL.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Colombia","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","12.03824766","11.82902602","11.73276013","11.84735581","11.41885987","11.75450982","11.57980673","11.58436515","11.30740221","11.03369729","10.72306739","10.52464452","10.16598705","9.906606902","9.743060514","9.962062675","9.900782084","9.882622927","9.47212265","9.343560496","9.329554391","9.468790695","9.737769494","9.956906849","10.05211912","10.14755306","9.977805266","9.826233648","9.777787932","9.820203301","9.784128303","9.899377287","9.868668897","9.707488707","9.559697169","9.439395034","9.66350924","9.738937768","10.06765933","11.04363944","9.40595109","10.20432266","11.18218213","12.11717268","13.07883926","14.07795926","16.06054705","18.05532096","16.62994855","16.9334458","17.7911546","18.10704804","17.54251814","17.9598695","19.09958519","19.32083432","18.15195871","18.26630052","18.12848216","18.17220015"
"IMF.FAD:ICSD(1.0.0)","FJI.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Fiji, Republic of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","17.85406793","18.0121779","18.05563533","17.62022114","17.45799603","18.6723231","19.39825678","17.75636235","17.0615924","17.3280644","14.65265087","16.60353003","17.16594905","16.99885165","14.61623561","15.79895321","15.52538091","14.75869418","15.59559302","16.80213348","19.87470213","17.50410394","16.23991032","16.22447634","12.57960666","13.83618351","11.04305677","10.65194114","8.731731162","9.13898714","13.4976646","11.4727589","9.342941157","13.18162899","10.36566029","11.16940422","9.073380792","9.334859461","13.95788076","12.13972759","13.58658175","12.66919072","12.56165168","12.86661093","11.53848575","14.1702679","11.90126195","9.569451948","15.63712488","10.3991799","11.1086475","12.76296399","9.789182939","18.02820464","10.20304254","10.98601422","9.647390551","10.59609206","11.63700348","12.65644561"
"IMF.FAD:ICSD(1.0.0)","IND.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","India","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","4.768345224","4.787404833","4.818241523","4.702073989","4.551835701","4.837604719","5.050555728","4.866311089","4.81570507","4.503889958","4.270283307","5.137920201","6.094788478","5.088437876","4.76054976","4.622718095","6.572016401","6.935319639","6.814921073","7.830694322","7.279578518","8.779386465","9.663165094","8.821521807","8.886796838","8.852857914","9.931600253","8.327371491","7.780543597","7.144370363","6.978805686","7.416460995","6.844179485","6.115353036","6.398773746","5.873418971","4.78045871","4.714341468","4.947907898","5.410897303","5.191620101","5.879240167","5.531738761","5.157746517","4.833652303","5.207596149","5.825493201","6.007003556","6.809221178","6.68206596","6.669833108","5.976161047","5.826676757","5.806404225","5.750517232","5.54418813","5.252143528","5.442922097","5.579211019","5.10567879"
"IMF.FAD:ICSD(1.0.0)","CAN.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Canada","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","13.36763652","13.52550756","12.94976841","12.90008456","14.11375305","14.65318063","15.29036127","14.71831165","14.12658396","14.36363286","14.11415105","14.37013529","14.43062104","15.07059131","15.46320023","15.95743902","16.3031995","16.11993139","15.91616128","16.57525938","17.10434911","18.19186262","16.34230055","15.77917194","15.08403739","15.56224398","16.02076302","17.02342912","17.89327537","18.32700276","17.35274288","16.67967009","15.98701934","15.29401959","15.7231576","15.0669496","15.96729489","17.66151875","17.6088683","17.41253837","17.4359262","17.74316384","17.31034918","17.94162132","18.93841444","20.00179862","20.77943544","20.87336621","20.86926474","18.18519539","19.66447492","20.54362874","21.52193519","21.64120408","21.74762378","20.22848755","18.92939236","18.90604312","18.60444318","18.21647036"
"IMF.FAD:ICSD(1.0.0)","WBG.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","West Bank and Gaza","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","7.22235687","8.8753247","13.66146636","13.77630585","18.16981171","15.15668981","16.34936167","16.60723786","18.5606729","18.25814424","20.87941315","17.83638268","18.88895249","18.30404074","16.88413712","18.14298236","19.16699869","18.04080471","18.0903998","18.09922533","18.30987076","18.33881936","18.12567433","18.12204705","18.49328392","16.96410178","16.94454189","16.42582425","16.54832497","20.77539215","16.76797359","14.71164065","14.05458088","15.71406751","12.47224313","14.87732734","4.80894643","7.563215621","14.23040379","13.14911355","13.75440509","15.41156228","18.71766365","18.8885122","17.4416084","19.61273515","19.53339122","20.65453771","21.0211359","20.51334304"
"IMF.FAD:ICSD(1.0.0)","UGA.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Uganda","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0320411738487786","0.0310064499555679","0.034313278","0.0322763899993414","0.0301030727812126","0.0171061721812137","0.0144185908949171","0.0756424566499506","0.253283151","0.686762013","0.677414715","0.726315766","0.643682272","0.491260116","0.118660929","0.055673602","0.0223784432836413","0.0445402432719819","0.0581607351671849","0.0514615302307521","0.0442108505234343","0.0652312845931931"
"IMF.FAD:ICSD(1.0.0)","DJI.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Djibouti","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","0.347294121","0.345455267","0.340414433","0.356012668","0.339938713","0.325291841","0.402807276","0.291716927","0.281351501","0.411464492","0.456721561","0.458839007","0.944063456","0.987490209","0.98869166","0.860829656","0.548343008","0.654775835","0.720661896","0.624767692","0.652848565","1.081017159","1.03323458","1.014484487","0.945728786","1.482454594","1.37499609","1.530200782","1.376562871","0.597626755","0.696768536","0.970628723","1.273163766","3.483447378","5.130610464","9.136032041","22.29713703","21.4656322","18.83406553","8.227766521","3.494287741","5.501075904","6.367664708","12.71158663","15.73478999","16.8380416","17.38421032","17.66443352","15.93342285","14.27558849"
"IMF.FAD:ICSD(1.0.0)","MLT.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Malta","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","20.99012148","22.00490741","23.90089322","24.90374461","25.39046292","24.66773178","23.18201564","22.52323553","21.28952925","20.80499508","19.21041337","19.21567743","19.10157127","19.31398829","19.23146911","18.75925551","19.95125046","18.9839021","16.51481717","16.64528027","15.66811115","17.77668522","19.93217368","23.22752909","21.40180904","20.0235797","17.58950032","22.08830953","21.61820423","20.18498808","22.39874443","21.07988197","20.08671231","21.36658969","22.03020421","25.42697144","23.13932733","23.05317521","22.7766817","22.14838972","22.95229519","20.86762703","15.26348154","20.69888458","21.66022261","23.49154248","24.43984979","25.20149849","23.2508796","20.8875658","26.36825753","20.45467306","19.66497493","19.32505868","18.0619824","26.5560689","26.93838146","23.28531635","",""
"IMF.FAD:ICSD(1.0.0)","NGA.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Nigeria","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.00419154913785845","0.00859984331399763","0.00911487138216752","0.0137822366386608","0.0509746394935945","0.0925874246594227","0.103880223","0.0637444276915522","0.192743763","0.182946087","0.131823001","0.112563967","0.118121097","0.0245007343487847","0.0185669020072057","0.0169434424865203","0.0755086265513358","0.068551188","0.100446078","0.109794735","0.115924027","0.0212301484755361","0.0325142190095247"
"IMF.FAD:ICSD(1.0.0)","BIH.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Bosnia and Herzegovina","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.11065698","7.387425038","6.479639765","7.464904134","8.217729537","3.756282395","12.76091753","12.6174958","12.7401927","8.335657842","8.037782975","9.548424776","11.93992256","12.26389201","11.49120038","13.20942911","10.85242346","14.09837431","14.89213301","11.01880163","8.744877516","12.13044117","12.22244159","12.14093116","12.81462998","13.72007915","14.10070174","15.00781275","15.55762464","15.89823424"
