Country Code,Value,Variable,Year
BWA,1,Landlocked,1998
BWA,1,Landlocked,1999
BWA,1,Landlocked,2000
BWA,1,Landlocked,2001
BWA,1,Landlocked,2002
BWA,1,Landlocked,2003
BWA,1,Landlocked,2004
BWA,1,Landlocked,2005
BWA,1,Landlocked,2006
BWA,1,Landlocked,2007
BWA,1,Landlocked,2008
BWA,1,Landlocked,2009
BWA,1,Landlocked,2010
BWA,1,Landlocked,2011
BWA,1,Landlocked,2012
BWA,1,Landlocked,2013
BWA,1,Landlocked,2014
BWA,1,Landlocked,2015
BWA,1,Landlocked,2016
BWA,1,Landlocked,2017
BWA,1,Landlocked,2018
BWA,1,Landlocked,2019
BWA,1,Landlocked,2020
BWA,1,Landlocked,2021
BWA,1,Landlocked,2022
BWA,1,Landlocked,2023
CAF,1,Landlocked,1995
CAF,1,Landlocked,1996
CAF,1,Landlocked,1997
CAF,1,Landlocked,1998
CAF,1,Landlocked,1999
CAF,1,Landlocked,2000
CAF,1,Landlocked,2001
CAF,1,Landlocked,2002
CAF,1,Landlocked,2003
CAF,1,Landlocked,2004
CAF,1,Landlocked,2005
CAF,1,Landlocked,2006
CAF,1,Landlocked,2007
CAF,1,Landlocked,2008
CAF,1,Landlocked,2009
CAF,1,Landlocked,2010
CAF,1,Landlocked,2011
CAF,1,Landlocked,2012
CAF,1,Landlocked,2013
CAF,1,Landlocked,2014
CAF,1,Landlocked,2015
CAF,1,Landlocked,2016
CAF,1,Landlocked,2017
CAF,1,Landlocked,2018
CAF,1,Landlocked,2019
CAF,1,Landlocked,2020
CAF,1,Landlocked,2021
CAF,1,Landlocked,2022
CAF,1,Landlocked,2023
CAN,0,Landlocked,1995
CAN,0,Landlocked,1996
CAN,0,Landlocked,1997
CAN,0,Landlocked,1998
CAN,0,Landlocked,1999
CAN,0,Landlocked,2000
CAN,0,Landlocked,2001
CAN,0,Landlocked,2002
CAN,0,Landlocked,2003
CAN,0,Landlocked,2004
CAN,0,Landlocked,2005
CAN,0,Landlocked,2006
CAN,0,Landlocked,2007
CAN,0,Landlocked,2008
CAN,0,Landlocked,2009
CAN,0,Landlocked,2010
CAN,0,Landlocked,2011
CAN,0,Landlocked,2012
CAN,0,Landlocked,2013
CAN,0,Landlocked,2014
CAN,0,Landlocked,2015
CAN,0,Landlocked,2016
CAN,0,Landlocked,2017
CAN,0,Landlocked,2018
CAN,0,Landlocked,2019
CAN,0,Landlocked,2020
CAN,0,Landlocked,2021
CAN,0,Landlocked,2022
CAN,0,Landlocked,2023
CCK,0,Landlocked,1995
CCK,0,Landlocked,1996
CCK,0,Landlocked,1997
CCK,0,Landlocked,1998
CCK,0,Landlocked,1999
CCK,0,Landlocked,2000
CCK,0,Landlocked,2001
CCK,0,Landlocked,2002
CCK,0,Landlocked,2003
CCK,0,Landlocked,2004
CCK,0,Landlocked,2005
CCK,0,Landlocked,2006
CCK,0,Landlocked,2007
CCK,0,Landlocked,2008
CCK,0,Landlocked,2009
CCK,0,Landlocked,2010
CCK,0,Landlocked,2011
CCK,0,Landlocked,2012
CCK,0,Landlocked,2013
CCK,0,Landlocked,2014
CCK,0,Landlocked,2015
CCK,0,Landlocked,2016
CCK,0,Landlocked,2017
CCK,0,Landlocked,2018
CCK,0,Landlocked,2019
CCK,0,Landlocked,2020
CCK,0,Landlocked,2021
CCK,0,Landlocked,2022
CCK,0,Landlocked,2023
CHE,1,Landlocked,1995
CHE,1,Landlocked,1996
CHE,1,Landlocked,1997
CHE,1,Landlocked,1998
CHE,1,Landlocked,1999
CHE,1,Landlocked,2000
CHE,1,Landlocked,2001
CHE,1,Landlocked,2002
CHE,1,Landlocked,2003
CHE,1,Landlocked,2004
CHE,1,Landlocked,2005
CHE,1,Landlocked,2006
CHE,1,Landlocked,2007
CHE,1,Landlocked,2008
CHE,1,Landlocked,2009
CHE,1,Landlocked,2010
CHE,1,Landlocked,2011
CHE,1,Landlocked,2012
CHE,1,Landlocked,2013
CHE,1,Landlocked,2014
CHE,1,Landlocked,2015
CHE,1,Landlocked,2016
CHE,1,Landlocked,2017
CHE,1,Landlocked,2018
CHE,1,Landlocked,2019
CHE,1,Landlocked,2020
CHE,1,Landlocked,2021
CHE,1,Landlocked,2022
CHE,1,Landlocked,2023
CHL,0,Landlocked,1995
CHL,0,Landlocked,1996
CHL,0,Landlocked,1997
CHL,0,Landlocked,1998
CHL,0,Landlocked,1999
CHL,0,Landlocked,2000
CHL,0,Landlocked,2001
CHL,0,Landlocked,2002
CHL,0,Landlocked,2003
CHL,0,Landlocked,2004
CHL,0,Landlocked,2005
CHL,0,Landlocked,2006
CHL,0,Landlocked,2007
CHL,0,Landlocked,2008
CHL,0,Landlocked,2009
CHL,0,Landlocked,2010
CHL,0,Landlocked,2011
CHL,0,Landlocked,2012
CHL,0,Landlocked,2013
CHL,0,Landlocked,2014
CHL,0,Landlocked,2015
CHL,0,Landlocked,2016
CHL,0,Landlocked,2017
CHL,0,Landlocked,2018
CHL,0,Landlocked,2019
CHL,0,Landlocked,2020
CHL,0,Landlocked,2021
CHL,0,Landlocked,2022
CHL,0,Landlocked,2023
CHN,0,Landlocked,1995
CHN,0,Landlocked,1996
CHN,0,Landlocked,1997
CHN,0,Landlocked,1998
CHN,0,Landlocked,1999
CHN,0,Landlocked,2000
CHN,0,Landlocked,2001
CHN,0,Landlocked,2002
CHN,0,Landlocked,2003
CHN,0,Landlocked,2004
CHN,0,Landlocked,2005
CHN,0,Landlocked,2006
CHN,0,Landlocked,2007
CHN,0,Landlocked,2008
CHN,0,Landlocked,2009
CHN,0,Landlocked,2010
CHN,0,Landlocked,2011
CHN,0,Landlocked,2012
CHN,0,Landlocked,2013
CHN,0,Landlocked,2014
CHN,0,Landlocked,2015
CHN,0,Landlocked,2016
CHN,0,Landlocked,2017
CHN,0,Landlocked,2018
CHN,0,Landlocked,2019
CHN,0,Landlocked,2020
CHN,0,Landlocked,2021
CHN,0,Landlocked,2022
CHN,0,Landlocked,2023
CIV,0,Landlocked,1995
CIV,0,Landlocked,1996
CIV,0,Landlocked,1997
CIV,0,Landlocked,1998
CIV,0,Landlocked,1999
CIV,0,Landlocked,2000
CIV,0,Landlocked,2001
CIV,0,Landlocked,2002
CIV,0,Landlocked,2003
CIV,0,Landlocked,2004
CIV,0,Landlocked,2005
CIV,0,Landlocked,2006
CIV,0,Landlocked,2007
CIV,0,Landlocked,2008
CIV,0,Landlocked,2009
CIV,0,Landlocked,2010
CIV,0,Landlocked,2011
CIV,0,Landlocked,2012
CIV,0,Landlocked,2013
CIV,0,Landlocked,2014
CIV,0,Landlocked,2015
CIV,0,Landlocked,2016
CIV,0,Landlocked,2017
CIV,0,Landlocked,2018
CIV,0,Landlocked,2019
CIV,0,Landlocked,2020
CIV,0,Landlocked,2021
CIV,0,Landlocked,2022
CIV,0,Landlocked,2023
CMR,0,Landlocked,1995
CMR,0,Landlocked,1996
CMR,0,Landlocked,1997
CMR,0,Landlocked,1998
CMR,0,Landlocked,1999
CMR,0,Landlocked,2000
CMR,0,Landlocked,2001
CMR,0,Landlocked,2002
CMR,0,Landlocked,2003
CMR,0,Landlocked,2004
CMR,0,Landlocked,2005
CMR,0,Landlocked,2006
CMR,0,Landlocked,2007
CMR,0,Landlocked,2008
CMR,0,Landlocked,2009
CMR,0,Landlocked,2010
CMR,0,Landlocked,2011
CMR,0,Landlocked,2012
CMR,0,Landlocked,2013
CMR,0,Landlocked,2014
CMR,0,Landlocked,2015
CMR,0,Landlocked,2016
CMR,0,Landlocked,2017
CMR,0,Landlocked,2018
CMR,0,Landlocked,2019
CMR,0,Landlocked,2020
CMR,0,Landlocked,2021
CMR,0,Landlocked,2022
CMR,0,Landlocked,2023
COG,0,Landlocked,1995
COG,0,Landlocked,1996
COG,0,Landlocked,1997
COG,0,Landlocked,1998
COG,0,Landlocked,1999
COG,0,Landlocked,2000
COG,0,Landlocked,2001
COG,0,Landlocked,2002
COG,0,Landlocked,2003
COG,0,Landlocked,2004
COG,0,Landlocked,2005
COG,0,Landlocked,2006
COG,0,Landlocked,2007
COG,0,Landlocked,2008
COG,0,Landlocked,2009
COG,0,Landlocked,2010
COG,0,Landlocked,2011
COG,0,Landlocked,2012
COG,0,Landlocked,2013
COG,0,Landlocked,2014
COG,0,Landlocked,2015
COG,0,Landlocked,2016
COG,0,Landlocked,2017
COG,0,Landlocked,2018
COG,0,Landlocked,2019
COG,0,Landlocked,2020
COG,0,Landlocked,2021
COG,0,Landlocked,2022
COG,0,Landlocked,2023
COK,0,Landlocked,1995
COK,0,Landlocked,1996
COK,0,Landlocked,1997
COK,0,Landlocked,1998
COK,0,Landlocked,1999
COK,0,Landlocked,2000
COK,0,Landlocked,2001
COK,0,Landlocked,2002
COK,0,Landlocked,2003
COK,0,Landlocked,2004
COK,0,Landlocked,2005
COK,0,Landlocked,2006
COK,0,Landlocked,2007
COK,0,Landlocked,2008
COK,0,Landlocked,2009
COK,0,Landlocked,2010
COK,0,Landlocked,2011
COK,0,Landlocked,2012
COK,0,Landlocked,2013
COK,0,Landlocked,2014
COK,0,Landlocked,2015
COK,0,Landlocked,2016
COK,0,Landlocked,2017
COK,0,Landlocked,2018
COK,0,Landlocked,2019
COK,0,Landlocked,2020
COK,0,Landlocked,2021
COK,0,Landlocked,2022
COK,0,Landlocked,2023
COL,0,Landlocked,1995
COL,0,Landlocked,1996
COL,0,Landlocked,1997
COL,0,Landlocked,1998
COL,0,Landlocked,1999
COL,0,Landlocked,2000
COL,0,Landlocked,2001
COL,0,Landlocked,2002
COL,0,Landlocked,2003
COL,0,Landlocked,2004
COL,0,Landlocked,2005
COL,0,Landlocked,2006
COL,0,Landlocked,2007
COL,0,Landlocked,2008
COL,0,Landlocked,2009
COL,0,Landlocked,2010
COL,0,Landlocked,2011
COL,0,Landlocked,2012
COL,0,Landlocked,2013
COL,0,Landlocked,2014
COL,0,Landlocked,2015
COL,0,Landlocked,2016
COL,0,Landlocked,2017
COL,0,Landlocked,2018
COL,0,Landlocked,2019
COL,0,Landlocked,2020
COL,0,Landlocked,2021
COL,0,Landlocked,2022
COL,0,Landlocked,2023
COM,0,Landlocked,1995
COM,0,Landlocked,1996
COM,0,Landlocked,1997
COM,0,Landlocked,1998
COM,0,Landlocked,1999
COM,0,Landlocked,2000
COM,0,Landlocked,2001
COM,0,Landlocked,2002
COM,0,Landlocked,2003
COM,0,Landlocked,2004
COM,0,Landlocked,2005
COM,0,Landlocked,2006
COM,0,Landlocked,2007
COM,0,Landlocked,2008
COM,0,Landlocked,2009
COM,0,Landlocked,2010
COM,0,Landlocked,2011
COM,0,Landlocked,2012
COM,0,Landlocked,2013
COM,0,Landlocked,2014
COM,0,Landlocked,2015
COM,0,Landlocked,2016
COM,0,Landlocked,2017
COM,0,Landlocked,2018
COM,0,Landlocked,2019
COM,0,Landlocked,2020
COM,0,Landlocked,2021
COM,0,Landlocked,2022
COM,0,Landlocked,2023
CPV,0,Landlocked,1995
CPV,0,Landlocked,1996
CPV,0,Landlocked,1997
CPV,0,Landlocked,1998
CPV,0,Landlocked,1999
CPV,0,Landlocked,2000
CPV,0,Landlocked,2001
CPV,0,Landlocked,2002
CPV,0,Landlocked,2003
CPV,0,Landlocked,2004
CPV,0,Landlocked,2005
CPV,0,Landlocked,2006
CPV,0,Landlocked,2007
CPV,0,Landlocked,2008
CPV,0,Landlocked,2009
CPV,0,Landlocked,2010
CPV,0,Landlocked,2011
CPV,0,Landlocked,2012
CPV,0,Landlocked,2013
CPV,0,Landlocked,2014
CPV,0,Landlocked,2015
CPV,0,Landlocked,2016
CPV,0,Landlocked,2017
CPV,0,Landlocked,2018
CPV,0,Landlocked,2019
CPV,0,Landlocked,2020
CPV,0,Landlocked,2021
CPV,0,Landlocked,2022
CPV,0,Landlocked,2023
CRI,0,Landlocked,1995
CRI,0,Landlocked,1996
CRI,0,Landlocked,1997
CRI,0,Landlocked,1998
CRI,0,Landlocked,1999
CRI,0,Landlocked,2000
CRI,0,Landlocked,2001
CRI,0,Landlocked,2002
CRI,0,Landlocked,2003
CRI,0,Landlocked,2004
CRI,0,Landlocked,2005
CRI,0,Landlocked,2006
CRI,0,Landlocked,2007
CRI,0,Landlocked,2008
CRI,0,Landlocked,2009
CRI,0,Landlocked,2010
CRI,0,Landlocked,2011
CRI,0,Landlocked,2012
CRI,0,Landlocked,2013
CRI,0,Landlocked,2014
CRI,0,Landlocked,2015
CRI,0,Landlocked,2016
CRI,0,Landlocked,2017
CRI,0,Landlocked,2018
CRI,0,Landlocked,2019
CRI,0,Landlocked,2020
CRI,0,Landlocked,2021
CRI,0,Landlocked,2022
CRI,0,Landlocked,2023
CUB,0,Landlocked,1995
CUB,0,Landlocked,1996
CUB,0,Landlocked,1997
CUB,0,Landlocked,1998
CUB,0,Landlocked,1999
CUB,0,Landlocked,2000
CUB,0,Landlocked,2001
CUB,0,Landlocked,2002
CUB,0,Landlocked,2003
CUB,0,Landlocked,2004
CUB,0,Landlocked,2005
CUB,0,Landlocked,2006
CUB,0,Landlocked,2007
CUB,0,Landlocked,2008
CUB,0,Landlocked,2009
CUB,0,Landlocked,2010
CUB,0,Landlocked,2011
CUB,0,Landlocked,2012
CUB,0,Landlocked,2013
CUB,0,Landlocked,2014
CUB,0,Landlocked,2015
CUB,0,Landlocked,2016
CUB,0,Landlocked,2017
CUB,0,Landlocked,2018
CUB,0,Landlocked,2019
CUB,0,Landlocked,2020
CUB,0,Landlocked,2021
CUB,0,Landlocked,2022
CUB,0,Landlocked,2023
CXR,0,Landlocked,1995
CXR,0,Landlocked,1996
CXR,0,Landlocked,1997
CXR,0,Landlocked,1998
CXR,0,Landlocked,1999
CXR,0,Landlocked,2000
CXR,0,Landlocked,2001
CXR,0,Landlocked,2002
CXR,0,Landlocked,2003
CXR,0,Landlocked,2004
CXR,0,Landlocked,2005
CXR,0,Landlocked,2006
CXR,0,Landlocked,2007
CXR,0,Landlocked,2008
CXR,0,Landlocked,2009
CXR,0,Landlocked,2010
CXR,0,Landlocked,2011
CXR,0,Landlocked,2012
CXR,0,Landlocked,2013
CXR,0,Landlocked,2014
CXR,0,Landlocked,2015
CXR,0,Landlocked,2016
CXR,0,Landlocked,2017
CXR,0,Landlocked,2018
CXR,0,Landlocked,2019
CXR,0,Landlocked,2020
CXR,0,Landlocked,2021
CXR,0,Landlocked,2022
CXR,0,Landlocked,2023
CYM,0,Landlocked,1995
CYM,0,Landlocked,1996
CYM,0,Landlocked,1997
CYM,0,Landlocked,1998
CYM,0,Landlocked,1999
CYM,0,Landlocked,2000
CYM,0,Landlocked,2001
CYM,0,Landlocked,2002
CYM,0,Landlocked,2003
CYM,0,Landlocked,2004
CYM,0,Landlocked,2005
CYM,0,Landlocked,2006
CYM,0,Landlocked,2007
CYM,0,Landlocked,2008
CYM,0,Landlocked,2009
CYM,0,Landlocked,2010
CYM,0,Landlocked,2011
CYM,0,Landlocked,2012
CYM,0,Landlocked,2013
CYM,0,Landlocked,2014
CYM,0,Landlocked,2015
CYM,0,Landlocked,2016
CYM,0,Landlocked,2017
CYM,0,Landlocked,2018
CYM,0,Landlocked,2019
CYM,0,Landlocked,2020
CYM,0,Landlocked,2021
CYM,0,Landlocked,2022
CYM,0,Landlocked,2023
CYP,0,Landlocked,1995
CYP,0,Landlocked,1996
CYP,0,Landlocked,1997
CYP,0,Landlocked,1998
CYP,0,Landlocked,1999
CYP,0,Landlocked,2000
CYP,0,Landlocked,2001
CYP,0,Landlocked,2002
CYP,0,Landlocked,2003
CYP,0,Landlocked,2004
CYP,0,Landlocked,2005
CYP,0,Landlocked,2006
CYP,0,Landlocked,2007
CYP,0,Landlocked,2008
CYP,0,Landlocked,2009
CYP,0,Landlocked,2010
CYP,0,Landlocked,2011
CYP,0,Landlocked,2012
CYP,0,Landlocked,2013
CYP,0,Landlocked,2014
CYP,0,Landlocked,2015
CYP,0,Landlocked,2016
CYP,0,Landlocked,2017
CYP,0,Landlocked,2018
CYP,0,Landlocked,2019
CYP,0,Landlocked,2020
CYP,0,Landlocked,2021
CYP,0,Landlocked,2022
CYP,0,Landlocked,2023
CZE,1,Landlocked,1995
CZE,1,Landlocked,1996
CZE,1,Landlocked,1997
CZE,1,Landlocked,1998
CZE,1,Landlocked,1999
CZE,1,Landlocked,2000
CZE,1,Landlocked,2001
CZE,1,Landlocked,2002
CZE,1,Landlocked,2003
CZE,1,Landlocked,2004
CZE,1,Landlocked,2005
CZE,1,Landlocked,2006
CZE,1,Landlocked,2007
CZE,1,Landlocked,2008
CZE,1,Landlocked,2009
CZE,1,Landlocked,2010
CZE,1,Landlocked,2011
CZE,1,Landlocked,2012
CZE,1,Landlocked,2013
CZE,1,Landlocked,2014
CZE,1,Landlocked,2015
CZE,1,Landlocked,2016
CZE,1,Landlocked,2017
CZE,1,Landlocked,2018
CZE,1,Landlocked,2019
CZE,1,Landlocked,2020
CZE,1,Landlocked,2021
CZE,1,Landlocked,2022
CZE,1,Landlocked,2023
DEU,0,Landlocked,1995
DEU,0,Landlocked,1996
DEU,0,Landlocked,1997
DEU,0,Landlocked,1998
DEU,0,Landlocked,1999
DEU,0,Landlocked,2000
DEU,0,Landlocked,2001
DEU,0,Landlocked,2002
DEU,0,Landlocked,2003
DEU,0,Landlocked,2004
DEU,0,Landlocked,2005
DEU,0,Landlocked,2006
DEU,0,Landlocked,2007
DEU,0,Landlocked,2008
DEU,0,Landlocked,2009
DEU,0,Landlocked,2010
DEU,0,Landlocked,2011
DEU,0,Landlocked,2012
DEU,0,Landlocked,2013
DEU,0,Landlocked,2014
DEU,0,Landlocked,2015
DEU,0,Landlocked,2016
DEU,0,Landlocked,2017
DEU,0,Landlocked,2018
DEU,0,Landlocked,2019
DEU,0,Landlocked,2020
DEU,0,Landlocked,2021
DEU,0,Landlocked,2022
DEU,0,Landlocked,2023
DJI,0,Landlocked,1995
DJI,0,Landlocked,1996
DJI,0,Landlocked,1997
DJI,0,Landlocked,1998
DJI,0,Landlocked,1999
DJI,0,Landlocked,2000
DJI,0,Landlocked,2001
DJI,0,Landlocked,2002
DJI,0,Landlocked,2003
DJI,0,Landlocked,2004
DJI,0,Landlocked,2005
DJI,0,Landlocked,2006
DJI,0,Landlocked,2007
DJI,0,Landlocked,2008
DJI,0,Landlocked,2009
DJI,0,Landlocked,2010
DJI,0,Landlocked,2011
DJI,0,Landlocked,2012
DJI,0,Landlocked,2013
DJI,0,Landlocked,2014
DJI,0,Landlocked,2015
DJI,0,Landlocked,2016
DJI,0,Landlocked,2017
DJI,0,Landlocked,2018
DJI,0,Landlocked,2019
DJI,0,Landlocked,2020
DJI,0,Landlocked,2021
DJI,0,Landlocked,2022
DJI,0,Landlocked,2023
DMA,0,Landlocked,1995
DMA,0,Landlocked,1996
DMA,0,Landlocked,1997
DMA,0,Landlocked,1998
DMA,0,Landlocked,1999
DMA,0,Landlocked,2000
DMA,0,Landlocked,2001
DMA,0,Landlocked,2002
DMA,0,Landlocked,2003
DMA,0,Landlocked,2004
DMA,0,Landlocked,2005
DMA,0,Landlocked,2006
DMA,0,Landlocked,2007
DMA,0,Landlocked,2008
DMA,0,Landlocked,2009
DMA,0,Landlocked,2010
DMA,0,Landlocked,2011
DMA,0,Landlocked,2012
DMA,0,Landlocked,2013
DMA,0,Landlocked,2014
DMA,0,Landlocked,2015
DMA,0,Landlocked,2016
DMA,0,Landlocked,2017
DMA,0,Landlocked,2018
DMA,0,Landlocked,2019
DMA,0,Landlocked,2020
DMA,0,Landlocked,2021
DMA,0,Landlocked,2022
DMA,0,Landlocked,2023
DNK,0,Landlocked,1995
DNK,0,Landlocked,1996
DNK,0,Landlocked,1997
DNK,0,Landlocked,1998
DNK,0,Landlocked,1999
DNK,0,Landlocked,2000
DNK,0,Landlocked,2001
DNK,0,Landlocked,2002
DNK,0,Landlocked,2003
DNK,0,Landlocked,2004
DNK,0,Landlocked,2005
DNK,0,Landlocked,2006
DNK,0,Landlocked,2007
DNK,0,Landlocked,2008
DNK,0,Landlocked,2009
DNK,0,Landlocked,2010
DNK,0,Landlocked,2011
DNK,0,Landlocked,2012
DNK,0,Landlocked,2013
DNK,0,Landlocked,2014
DNK,0,Landlocked,2015
DNK,0,Landlocked,2016
DNK,0,Landlocked,2017
DNK,0,Landlocked,2018
DNK,0,Landlocked,2019
DNK,0,Landlocked,2020
DNK,0,Landlocked,2021
DNK,0,Landlocked,2022
DNK,0,Landlocked,2023
DOM,0,Landlocked,1995
DOM,0,Landlocked,1996
DOM,0,Landlocked,1997
DOM,0,Landlocked,1998
DOM,0,Landlocked,1999
DOM,0,Landlocked,2000
DOM,0,Landlocked,2001
DOM,0,Landlocked,2002
DOM,0,Landlocked,2003
DOM,0,Landlocked,2004
DOM,0,Landlocked,2005
DOM,0,Landlocked,2006
DOM,0,Landlocked,2007
DOM,0,Landlocked,2008
DOM,0,Landlocked,2009
DOM,0,Landlocked,2010
DOM,0,Landlocked,2011
DOM,0,Landlocked,2012
DOM,0,Landlocked,2013
DOM,0,Landlocked,2014
DOM,0,Landlocked,2015
DOM,0,Landlocked,2016
DOM,0,Landlocked,2017
DOM,0,Landlocked,2018
DOM,0,Landlocked,2019
DOM,0,Landlocked,2020
DOM,0,Landlocked,2021
DOM,0,Landlocked,2022
DOM,0,Landlocked,2023
DZA,0,Landlocked,1995
DZA,0,Landlocked,1996
DZA,0,Landlocked,1997
DZA,0,Landlocked,1998
DZA,0,Landlocked,1999
DZA,0,Landlocked,2000
DZA,0,Landlocked,2001
DZA,0,Landlocked,2002
DZA,0,Landlocked,2003
DZA,0,Landlocked,2004
DZA,0,Landlocked,2005
DZA,0,Landlocked,2006
DZA,0,Landlocked,2007
DZA,0,Landlocked,2008
DZA,0,Landlocked,2009
DZA,0,Landlocked,2010
DZA,0,Landlocked,2011
DZA,0,Landlocked,2012
DZA,0,Landlocked,2013
DZA,0,Landlocked,2014
DZA,0,Landlocked,2015
DZA,0,Landlocked,2016
DZA,0,Landlocked,2017
DZA,0,Landlocked,2018
DZA,0,Landlocked,2019
DZA,0,Landlocked,2020
DZA,0,Landlocked,2021
DZA,0,Landlocked,2022
DZA,0,Landlocked,2023
ECU,0,Landlocked,1995
ECU,0,Landlocked,1996
ECU,0,Landlocked,1997
ECU,0,Landlocked,1998
ECU,0,Landlocked,1999
ECU,0,Landlocked,2000
ECU,0,Landlocked,2001
ECU,0,Landlocked,2002
ECU,0,Landlocked,2003
ECU,0,Landlocked,2004
ECU,0,Landlocked,2005
ECU,0,Landlocked,2006
ECU,0,Landlocked,2007
ECU,0,Landlocked,2008
ECU,0,Landlocked,2009
ECU,0,Landlocked,2010
ECU,0,Landlocked,2011
ECU,0,Landlocked,2012
ECU,0,Landlocked,2013
ECU,0,Landlocked,2014
ECU,0,Landlocked,2015
ECU,0,Landlocked,2016
ECU,0,Landlocked,2017
ECU,0,Landlocked,2018
ECU,0,Landlocked,2019
ECU,0,Landlocked,2020
ECU,0,Landlocked,2021
ECU,0,Landlocked,2022
ECU,0,Landlocked,2023
EGY,0,Landlocked,1995
EGY,0,Landlocked,1996
EGY,0,Landlocked,1997
EGY,0,Landlocked,1998
EGY,0,Landlocked,1999
EGY,0,Landlocked,2000
EGY,0,Landlocked,2001
EGY,0,Landlocked,2002
EGY,0,Landlocked,2003
EGY,0,Landlocked,2004
EGY,0,Landlocked,2005
EGY,0,Landlocked,2006
EGY,0,Landlocked,2007
EGY,0,Landlocked,2008
EGY,0,Landlocked,2009
EGY,0,Landlocked,2010
EGY,0,Landlocked,2011
EGY,0,Landlocked,2012
EGY,0,Landlocked,2013
EGY,0,Landlocked,2014
EGY,0,Landlocked,2015
EGY,0,Landlocked,2016
EGY,0,Landlocked,2017
EGY,0,Landlocked,2018
EGY,0,Landlocked,2019
EGY,0,Landlocked,2020
EGY,0,Landlocked,2021
EGY,0,Landlocked,2022
EGY,0,Landlocked,2023
ERI,0,Landlocked,1995
ERI,0,Landlocked,1996
ERI,0,Landlocked,1997
ERI,0,Landlocked,1998
ERI,0,Landlocked,1999
ERI,0,Landlocked,2000
ERI,0,Landlocked,2001
ERI,0,Landlocked,2002
ERI,0,Landlocked,2003
ERI,0,Landlocked,2004
ERI,0,Landlocked,2005
ERI,0,Landlocked,2006
ERI,0,Landlocked,2007
ERI,0,Landlocked,2008
ERI,0,Landlocked,2009
ERI,0,Landlocked,2010
ERI,0,Landlocked,2011
ERI,0,Landlocked,2012
ERI,0,Landlocked,2013
ERI,0,Landlocked,2014
ERI,0,Landlocked,2015
ERI,0,Landlocked,2016
ERI,0,Landlocked,2017
ERI,0,Landlocked,2018
ERI,0,Landlocked,2019
ERI,0,Landlocked,2020
ERI,0,Landlocked,2021
ERI,0,Landlocked,2022
ERI,0,Landlocked,2023
ESH,0,Landlocked,1995
ESH,0,Landlocked,1996
ESH,0,Landlocked,1997
ESH,0,Landlocked,1998
ESH,0,Landlocked,1999
ESH,0,Landlocked,2000
ESH,0,Landlocked,2001
ESH,0,Landlocked,2002
ESH,0,Landlocked,2003
ESH,0,Landlocked,2004
ESH,0,Landlocked,2005
ESH,0,Landlocked,2006
ESH,0,Landlocked,2007
ESH,0,Landlocked,2008
ESH,0,Landlocked,2009
ESH,0,Landlocked,2010
ESH,0,Landlocked,2011
ESH,0,Landlocked,2012
ESH,0,Landlocked,2013
ESH,0,Landlocked,2014
ESH,0,Landlocked,2015
ESH,0,Landlocked,2016
ESH,0,Landlocked,2017
ESH,0,Landlocked,2018
ESH,0,Landlocked,2019
ESH,0,Landlocked,2020
ESH,0,Landlocked,2021
ESH,0,Landlocked,2022
ESH,0,Landlocked,2023
ESP,0,Landlocked,1995
ESP,0,Landlocked,1996
ESP,0,Landlocked,1997
ESP,0,Landlocked,1998
ESP,0,Landlocked,1999
ESP,0,Landlocked,2000
ESP,0,Landlocked,2001
ESP,0,Landlocked,2002
ESP,0,Landlocked,2003
ESP,0,Landlocked,2004
ESP,0,Landlocked,2005
ESP,0,Landlocked,2006
ESP,0,Landlocked,2007
ESP,0,Landlocked,2008
ESP,0,Landlocked,2009
ESP,0,Landlocked,2010
ESP,0,Landlocked,2011
ESP,0,Landlocked,2012
ESP,0,Landlocked,2013
ESP,0,Landlocked,2014
ESP,0,Landlocked,2015
ESP,0,Landlocked,2016
ESP,0,Landlocked,2017
ESP,0,Landlocked,2018
ESP,0,Landlocked,2019
ESP,0,Landlocked,2020
ESP,0,Landlocked,2021
ESP,0,Landlocked,2022
ESP,0,Landlocked,2023
EST,0,Landlocked,1995
EST,0,Landlocked,1996
EST,0,Landlocked,1997
EST,0,Landlocked,1998
EST,0,Landlocked,1999
EST,0,Landlocked,2000
EST,0,Landlocked,2001
EST,0,Landlocked,2002
EST,0,Landlocked,2003
EST,0,Landlocked,2004
EST,0,Landlocked,2005
EST,0,Landlocked,2006
EST,0,Landlocked,2007
EST,0,Landlocked,2008
EST,0,Landlocked,2009
EST,0,Landlocked,2010
EST,0,Landlocked,2011
EST,0,Landlocked,2012
EST,0,Landlocked,2013
EST,0,Landlocked,2014
EST,0,Landlocked,2015
EST,0,Landlocked,2016
EST,0,Landlocked,2017
EST,0,Landlocked,2018
EST,0,Landlocked,2019
EST,0,Landlocked,2020
EST,0,Landlocked,2021
EST,0,Landlocked,2022
EST,0,Landlocked,2023
ETH,1,Landlocked,1995
ETH,1,Landlocked,1996
ETH,1,Landlocked,1997
ETH,1,Landlocked,1998
ETH,1,Landlocked,1999
ETH,1,Landlocked,2000
ETH,1,Landlocked,2001
ETH,1,Landlocked,2002
ETH,1,Landlocked,2003
ETH,1,Landlocked,2004
ETH,1,Landlocked,2005
ETH,1,Landlocked,2006
ETH,1,Landlocked,2007
ETH,1,Landlocked,2008
ETH,1,Landlocked,2009
ETH,1,Landlocked,2010
ETH,1,Landlocked,2011
